driver_gene	paralog_gene	cancer_type	pcs	delta_expression	necessity	dependency_dd	cohens_d	hedges_g	dd_p_value	composite_score	novelty	q_value	mutation_frequency	n_mut	n_wt	is_known_paralog_sl
KRAS	MRAS	Endometrial	0.0	-0.6366716445673326	-0.015696664219899	0.0146119110538799	0.1468249657904844	0.1425485104761985	0.7286033282789863	0.0439128917549395	Novel	0.6531546030225304	0.2142857142857142	6	22	False
KRAS	RIT2	Ovarian	0.0	-0.0113654715686888	-0.1197610398475584	-0.0540866770674606	-0.5988225963593337	-0.5903085310082531	0.0230115015834008	0.0438321168224706	Novel	0.9512867609152754	0.1454545454545454	8	47	False
KRAS	NKIRAS2	Ovarian	0.0	0.0684427948908368	-0.060951679852704	-0.052650835958082	-0.4479563160306689	-0.4415872688833134	0.2472182488745546	0.0427317747343359	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	RAP2A	Endometrial	0.0	-0.4383532706822977	0.1526784498066791	0.0106013088812415	0.0786810338588124	0.0763893532609829	0.8607932634987171	0.0424400426169076	Novel	0.6341415356073031	0.2142857142857142	6	22	False
PIK3R1	SH2D1B	Endometrial	0.0	-0.0047184103835236	0.0026388562429586	-0.004872714863987	-0.0362672154096342	-0.0352108887472177	0.9147045949268212	0.041380155174977	Novel	0.9541256752245454	0.25	7	21	False
KRAS	RAP1A	Endometrial	0.0	-0.1764080545240141	0.1917539921631519	-0.0078187131106521	-0.0686814925933881	-0.0666810607702797	0.8595388758639844	0.0407590162437469	Novel	0.6531546030225304	0.2142857142857142	6	22	False
KRAS	RASL12	Endometrial	0.0	-0.2860172145966622	0.0783972396905899	0.0066292478572583	0.0579138339156049	0.0562270232190339	0.8955422583284467	0.0395356003482504	Novel	0.6872962539375117	0.2142857142857142	6	22	False
PIK3R1	SH2D6	Endometrial	0.0	0.0374779202916643	-0.0447625992083148	0.0	0.0	0.0	1.0	0.0391179016368076	Novel	0.9541256752245454	0.25	7	21	False
KRAS	RAP1B	Endometrial	0.0	-0.330145416721213	0.4250483568832675	0.0030520230111058	0.0258660173909231	0.0251126382436147	0.942112567331476	0.0389351384419087	Novel	0.6341415356073031	0.2142857142857142	6	22	False
KRAS	RHEB	Ovarian	0.0	-0.1941401725891616	0.4410176905810971	-0.03947451509617	-0.1628379390714675	-0.1605227077102618	0.6853284274876784	0.037048133757061	Novel	0.9512867609152754	0.1454545454545454	8	47	False
KRAS	RALA	Endometrial	0.0	-0.0454939340670632	0.1341769416820686	0.0045133811413806	0.0334540193070173	0.0324796303951624	0.9264949175946904	0.0353414428604823	Novel	0.8770682679216572	0.2142857142857142	6	22	False
KRAS	RASL10A	Ovarian	0.0087939505084164	0.0487055781592558	0.1805532516144716	-0.0206560819849522	-0.1883634857261691	-0.1856853319006786	0.5989169072879994	0.0353169297823406	Novel	0.9831295613656932	0.1454545454545454	8	47	False
PTEN	TNS1	Ovarian	0.0	-0.3988536509778557	-0.0462761245258636	-0.0402957772096072	-0.3768347386363881	-0.3714768987505626	0.3854981668270845	0.0350303753271178	Novel	0.6653648260198064	0.109090909090909	6	49	False
KRAS	RHEBL1	Ovarian	0.0047523848048662	0.1149520807087134	0.0413423121666554	-0.0256406848594454	-0.2305294829579207	-0.2272518125841114	0.4603216153370734	0.0342121186350123	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	DIRAS3	Ovarian	0.0	-0.0115434045655373	0.1555173489201315	0.031788290090727	0.361805486935341	0.3566613330926584	0.268827899652952	0.0330459282358135	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	RAP2B	Ovarian	0.0	-0.0130254710241444	-0.0515358154693063	-0.0308906814795677	-0.1533588285209248	-0.1511783712433761	0.7268043322661764	0.032629195815968	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	ERAS	Ovarian	0.0	-0.0409515480151373	-0.098701621133102	-0.0159574793903749	-0.1865463595410873	-0.1838940416329202	0.5357923966820464	0.0285638920691011	Novel	0.7907982747182752	0.1454545454545454	8	47	False
KRAS	RERGL	Ovarian	0.0	-0.1151097731607432	-0.0964926529335355	0.0038852102104396	0.0353892469133929	0.0348860822653352	0.9220041902400492	0.0249772412079816	Novel	0.6784698046259167	0.1454545454545454	8	47	False
KRAS	RASL11A	Ovarian	0.0	-0.1130752714230014	0.0566179076133969	-0.0133927392115321	-0.189012275348738	-0.1863248970262441	0.5812820928901035	0.0245054325933117	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	RASL11B	Ovarian	0.0	-0.3156345960328288	0.024617490699509	0.0116728937224767	0.1271822194349918	0.1253739414335464	0.6936116905061848	0.023706960560508	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	NKIRAS1	Ovarian	0.0	0.1011068207735133	-0.0463266812316245	-0.0106407392019488	-0.1197510825827159	-0.1180484605554735	0.728154386754346	0.0232277625607934	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	MRAS	Ovarian	0.0	-0.5252390017945374	-0.015696664219899	-0.0091640506829231	-0.0991342617495522	-0.0977247698763358	0.759397874141798	0.0225421809250548	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	RAP2A	Ovarian	0.0	-0.0048625210874075	0.1526784498066791	0.0073757976108595	0.0631561972603319	0.0622582418490475	0.8802090777592843	0.0217119493288419	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	DIRAS1	Ovarian	0.0	-0.0178788164545851	-0.0190173875781441	-0.0057394768615695	-0.0782164800807335	-0.0771043974255572	0.8147635799537396	0.0209522552962564	Novel	0.9831295613656932	0.1454545454545454	8	47	False
KRAS	RERG	Ovarian	0.0	-0.1013953254416993	0.0863229264173389	-0.0043973152484733	-0.0408160767584911	-0.0402357533922566	0.9003067227880384	0.0203291304176672	Novel	0.9831295613656932	0.1454545454545454	8	47	False
PTEN	TNS2	Ovarian	0.0	-0.6444557720306472	0.2387654694919845	-0.0038338930677206	-0.0282639881459222	-0.0278621304945583	0.951922619526341	0.0185185061940043	Novel	0.6446675069023333	0.109090909090909	6	49	False
