component,delta
pcs_minus_dd,0.320952380952381
pcs_minus_dd,0.22002200220022006
pcs_minus_dd,0.3179317931793179
pcs_minus_dd,0.32193396226415094
pcs_minus_dd,0.1005547850208044
pcs_minus_dd,0.39809523809523817
pcs_minus_dd,0.27739251040221924
pcs_minus_dd,-0.0389150943396227
pcs_minus_dd,0.5188246097337007
pcs_minus_dd,0.16155660377358483
pcs_minus_dd,0.2990196078431372
pcs_minus_dd,0.31464174454828664
pcs_minus_dd,0.30300000000000005
pcs_minus_dd,0.4114411441144114
pcs_minus_dd,0.39983974358974356
pcs_minus_dd,0.3865932047750229
pcs_minus_dd,0.5117891816920943
pcs_minus_dd,0.5721220527045769
pcs_minus_dd,0.4316037735849057
pcs_minus_dd,0.272
pcs_minus_dd,0.2636796193497225
pcs_minus_dd,0.21452145214521456
pcs_minus_dd,0.01100000000000001
pcs_minus_dd,0.1542857142857143
pcs_minus_dd,0.19283746556473835
pcs_minus_dd,0.26
pcs_minus_dd,0.13296568627450978
pcs_minus_dd,0.41053921568627455
pcs_minus_dd,-0.057205720572057195
pcs_minus_dd,0.10737179487179482
pcs_minus_dd,-0.09905660377358494
pcs_minus_dd,0.39603960396039606
pcs_minus_dd,0.3646864686468647
pcs_minus_dd,0.05128205128205121
pcs_minus_dd,0.36245614035087725
pcs_minus_dd,0.11056105610561062
pcs_minus_dd,0.37028301886792453
pcs_minus_dd,0.23406862745098034
pcs_minus_dd,0.0710784313725491
pcs_minus_dd,0.176017601760176
pcs_minus_dd,0.0909863945578232
pcs_minus_dd,0.2277192982456141
pcs_minus_dd,0.24226804123711343
pcs_minus_dd,0.2923809523809524
pcs_minus_dd,0.35169880624426075
pcs_minus_dd,0.19270420301348135
pcs_minus_dd,0.14182692307692302
pcs_minus_dd,0.124
pcs_minus_dd,0.1397139713971397
pcs_minus_dd,0.26360544217687076
pcs_minus_dd,0.2534435261707989
pcs_minus_dd,-0.18380062305295952
pcs_minus_dd,0.3883388338833883
pcs_minus_dd,0.4905660377358491
pcs_minus_dd,-0.0014035087719298511
pcs_minus_dd,0.004160887656033285
pcs_minus_dd,0.22538141470180306
pcs_minus_dd,0.2555272108843537
pcs_minus_dd,0.6745283018867925
pcs_minus_dd,0.09570041608876567
pcs_minus_dd,0.09361997226074892
pcs_minus_dd,0.26201923076923084
pcs_minus_dd,0.027045769764216354
pcs_minus_dd,0.03205128205128205
pcs_minus_dd,0.2510402219140083
pcs_minus_dd,-0.04952830188679236
pcs_minus_dd,0.052341597796143224
pcs_minus_dd,0.2855392156862745
pcs_minus_dd,0.16826923076923084
pcs_minus_dd,0.2647058823529411
pcs_minus_dd,0.20748299319727892
pcs_minus_dd,0.38280166435506247
pcs_minus_dd,-0.01899509803921573
pcs_minus_dd,0.049523809523809526
pcs_minus_dd,0.16721672167216717
pcs_minus_dd,0.23300970873786409
pcs_minus_dd,0.4892942109436955
pcs_minus_dd,0.22499999999999998
pcs_minus_dd,0.4953271028037383
pcs_minus_dd,0.10968137254901955
pcs_minus_dd,-0.05280528052805278
pcs_minus_dd,0.0045913682277318735
pcs_minus_dd,0.30097087378640774
pcs_minus_dd,0.5492371705963939
pcs_minus_dd,0.578525641025641
pcs_minus_dd,0.06590136054421769
pcs_minus_dd,0.3322332233223322
pcs_minus_dd,0.15533980582524265
pcs_minus_dd,0.4583911234396671
pcs_minus_dd,0.0689102564102565
pcs_minus_dd,0.35809523809523813
pcs_minus_dd,0.08210784313725483
pcs_minus_dd,0.16253443526170797
pcs_minus_dd,0.01602564102564108
pcs_minus_dd,0.2959501557632399
pcs_minus_dd,-0.05049999999999999
pcs_minus_dd,0.07558945908460468
pcs_minus_dd,0.5208333333333333
pcs_minus_dd,0.3766025641025641
pcs_minus_dd,0.3221153846153847
pcs_minus_dd,0.378
pcs_minus_dd,0.11238095238095236
pcs_minus_dd,0.5142857142857142
pcs_minus_dd,0.09294871794871795
pcs_minus_dd,0.25595238095238093
pcs_minus_dd,-0.26168224299065423
pcs_minus_dd,0.32291666666666674
pcs_minus_dd,0.1606160616061606
pcs_minus_dd,0.5612745098039216
pcs_minus_dd,0.11373092926490991
pcs_minus_dd,0.260748959778086
pcs_minus_dd,0.4290429042904291
pcs_minus_dd,0.1561904761904761
pcs_minus_dd,0.10194174757281549
pcs_minus_dd,0.21955128205128205
pcs_minus_dd,0.1029411764705882
pcs_minus_dd,0.36850000000000005
pcs_minus_dd,0.36421052631578954
pcs_minus_dd,0.34068627450980393
pcs_minus_dd,0.3679245283018868
pcs_minus_dd,0.46666666666666673
pcs_minus_dd,0.3125
pcs_minus_dd,-0.04315886134067948
pcs_minus_dd,-0.007965686274509776
pcs_minus_dd,0.3609523809523809
pcs_minus_dd,0.22916666666666663
pcs_minus_dd,0.3786764705882353
pcs_minus_dd,0.17647058823529416
pcs_minus_dd,0.13751375137513755
pcs_minus_dd,0.38503850385038507
pcs_minus_dd,0.0657051282051282
pcs_minus_dd,0.3315
pcs_minus_dd,0.12019230769230771
pcs_minus_dd,-0.012461059190031154
pcs_minus_dd,0.41666666666666663
pcs_minus_dd,-0.07523809523809522
