driver_gene,paralog_gene,pcs,delta_expression,necessity,dependency_dd,cohens_d,hedges_g,dd_p_value,expr_p_value,expr_t_stat,n_mut,n_wt,cancer_type,mutation_frequency,q_value,pass_threshold,pcs_rank,pcs_norm,dd_norm,composite_score,is_known_paralog_sl
KRAS,ERAS,0.0,-0.002928121054053462,-0.09870162113310209,0.12377612572376075,0.9946675601942474,0.9440912435742009,0.05210671544911393,0.9706875774841393,-0.03810783359174456,5,12,Endometrial_MSI_H,0.29411764705882354,0.9726630786827883,False,18.5,0.0,0.755912640720576,0.1511825281441152,False
KRAS,RRAS2,0.00218517925450776,0.028392167997338014,0.0769641562670606,-0.10339316832905665,-0.7975951612645992,-0.7570394750986026,0.08599205947948203,0.9413991724242459,0.07475552695882548,5,12,Endometrial_MSI_H,0.29411764705882354,0.9726630786827883,False,5.0,0.0423134322117541,0.6282177246888938,0.14680026104365582,False
KRAS,RASL12,0.011905281220087202,0.1518584234224793,0.07839723969058991,0.019268971415261352,0.1582727473099294,0.1502249804975601,0.7586817991882817,0.777994402872108,0.2989845376849139,5,12,Endometrial_MSI_H,0.29411764705882354,0.8976858494678168,False,3.0,0.23053180137457688,0.10119742762783838,0.1399562776693309,False
KRAS,HRAS,0.0,-0.6946515042159218,0.18553110818985608,-0.06833077485919498,-0.4241635997647455,-0.4025959590987415,0.44678126007669633,0.15188740730853545,-1.6967746564648811,5,12,Endometrial_MSI_H,0.29411764705882354,0.3505094014812356,False,18.5,0.0,0.4085592471037383,0.13834287051189828,False
KRAS,RASL11B,0.00488771861728891,0.19854658124787594,0.02461749069950908,0.061282836063823926,0.34748225196594895,0.3298136628829346,0.5309018522123853,0.692003038262248,0.40764383079027455,5,12,Endometrial_MSI_H,0.29411764705882354,0.86500379782781,False,4.0,0.09464493585876128,0.36440540155308354,0.12671218057196662,False
KRAS,RIT2,0.0,-0.008315220150169625,-0.11976103984755841,-0.045748184641583686,-0.44895143852891634,-0.4261233992816833,0.3305357162206244,0.08891285722144039,-1.8659893631982098,5,12,Endometrial_MSI_H,0.29411764705882354,0.3282368841796357,False,18.5,0.0,0.2670840967722658,0.11369055586257087,False
KRAS,RALB,0.00017743048390428997,0.05963679674762723,0.0029751846775933587,-0.08526355633786303,-0.8658886350624795,-0.8218603993813365,0.06306268609580476,0.8399157405310461,0.20574288804261917,5,12,Endometrial_MSI_H,0.29411764705882354,0.9332397117011624,False,6.0,0.003435733126925601,0.5146395409115021,0.10694151300252855,False
KRAS,RERGL,0.0,0.0357695752611307,-0.09649265293353555,-0.05778208088297469,-0.6406244160993982,-0.6080502932468865,0.22130782917256683,0.302047817541088,1.118120174082723,5,12,Endometrial_MSI_H,0.29411764705882354,0.5187875244103339,False,18.5,0.0,0.34247391093523205,0.10336965972000302,False
KRAS,RAP2A,0.0,-0.878155575522308,0.1526784498066791,-0.035348986716239525,-0.24988650975334498,-0.2371804160370732,0.6264113618115713,0.11523764211950512,-1.9333840314232966,5,12,Endometrial_MSI_H,0.29411764705882354,0.3282368841796357,False,18.5,0.0,0.20193532173637785,0.10066080085539328,False
KRAS,DIRAS2,0.0,-0.1776737626638457,-0.0493003395841572,-0.07526130588344246,-0.6872076966118966,-0.6522649323773935,0.2494497503950996,0.7212613313817879,-0.3636071604760832,5,12,Endometrial_MSI_H,0.29411764705882354,0.8655135976581455,False,18.5,0.0,0.4519775578060994,0.09687145266904469,False
