driver_gene,paralog_gene,pcs,delta_expression,necessity,dependency_dd,cohens_d,hedges_g,dd_p_value,expr_p_value,expr_t_stat,n_mut,n_wt,cancer_type,mutation_frequency,q_value,pass_threshold,pcs_rank,pcs_norm,dd_norm,composite_score,is_known_paralog_sl
TP53,TP73,0.025608371726601686,0.3829707159840552,0.06686770204035099,-0.06701128710133651,-0.5683389886873915,-0.5320620319626644,0.32172677720556836,0.4288528793789707,0.8219257583709414,7,7,Colorectal_MSI_H,0.5,0.618224428870024,False,1.0,1.0,1.0,0.7,False
TP53,TP63,0.0,-0.0621002419035091,0.08440815651650543,0.010114643111887228,0.07038646403413791,0.0658937110106823,0.8981282519724638,0.618224428870024,-0.5136877658193035,7,7,Colorectal_MSI_H,0.5,0.618224428870024,False,2.0,0.0,0.0,0.0,False
KRAS,HRAS,0.17003626811295194,0.916483870397367,0.18553110818985608,-0.07361100513977209,-0.344163722658098,-0.3221958254671556,0.551421213709703,0.001441733415146826,4.192681713479767,6,8,Colorectal_MSI_H,0.42857142857142855,0.043252002454404775,True,1.0,1.0,0.135562352546421,0.6771124705092842,False
KRAS,RHEB,0.05347714922405892,0.12125851267688592,0.44101769058109713,-0.522646195083447,-1.7046130174007905,-1.5958079311837188,0.016451112668888695,0.5588128860222896,0.601357235876271,6,8,Colorectal_MSI_H,0.42857142857142855,0.9081163050761227,False,5.0,0.3145043690828067,1.0,0.361855415931765,False
KRAS,RAP1A,0.09594142960925854,0.5003360218317008,0.1917539921631519,-0.06053055066571719,-0.3316115745070135,-0.310444878261885,0.5714767146067834,0.08330485638547194,1.8963160696957864,6,8,Colorectal_MSI_H,0.42857142857142855,0.808829856314711,False,2.0,0.5642409744345037,0.11038116954249207,0.31432977605858525,False
KRAS,NRAS,0.09353136977262036,0.4238387901819136,0.22067675715211496,0.07501593916902899,0.23327906872519324,0.21838891540230856,0.6678758791437308,0.1657703465313824,1.5116135496558065,6,8,Colorectal_MSI_H,0.42857142857142855,0.828851732656912,False,3.0,0.5500671757303518,0.13826699105644655,0.31165218278515927,False
KRAS,RRAS2,0.07227230363068017,0.9390384711020543,0.0769641562670606,-0.03883485948629657,-0.25717302758914123,-0.2407577279557918,0.6575321337149523,0.13480497605245184,1.6222905041385842,6,8,Colorectal_MSI_H,0.42857142857142855,0.808829856314711,False,4.0,0.42504051890077366,0.06861479429388356,0.23637627324199859,False
KRAS,RERG,0.04409879978562578,0.5108584893475997,0.08632292641733895,-0.006106007905639671,-0.035440493398795875,-0.03317833424568124,0.9471332953563955,0.33385499995533424,1.0686742787850187,6,8,Colorectal_MSI_H,0.42857142857142855,0.9081163050761227,False,6.0,0.25934937454832735,0.005608481875943129,0.13539961503971393,False
KRAS,RRAS,0.0311836981662376,0.7319098076685115,0.04260593018362854,-0.035275982022928816,-0.1822056476248541,-0.17057549990411874,0.7273111817837208,0.2520427720533601,1.2033558634051569,6,8,Colorectal_MSI_H,0.42857142857142855,0.9081163050761227,False,7.0,0.1833943929275303,0.06176359926305518,0.10865314770673781,False
KRAS,RAP2A,0.02337000817984847,0.15306684217346644,0.1526784498066791,-0.039961252973386124,-0.7161130093952939,-0.6704036683700624,0.20069993090900765,0.4938026459478848,0.7058682386445254,6,8,Colorectal_MSI_H,0.42857142857142855,0.9081163050761227,False,8.0,0.13744131436902748,0.0707832144041401,0.08748053145570339,False
KRAS,RASL11A,0.022894711361157494,0.40437226182021835,0.056617907613396974,0.02775154312223034,0.29194460073971273,0.27330983899036937,0.5819221782396535,0.5863822708339277,0.5595818570572917,6,8,Colorectal_MSI_H,0.42857142857142855,0.9081163050761227,False,9.0,0.13464604707713865,0.047278301880139886,0.08138191530495893,False
KRAS,NKIRAS1,0.0,0.2907645533897978,-0.046326681231624534,0.19666473612289515,1.2127582930968912,1.135348189282196,0.04367103121200236,0.4036478705916889,0.8698970588903074,6,8,Colorectal_MSI_H,0.42857142857142855,0.9081163050761227,False,23.0,0.0,0.37245309096444873,0.07909384958325139,False
KRAS,RIT1,0.010873916762434871,0.05532090498925113,0.19656071722882473,-0.11684644203875194,-1.0914906922777965,-1.021821073621767,0.0600267106871247,0.8425946869074056,0.20335708846128323,6,8,Colorectal_MSI_H,0.42857142857142855,1.0,False,12.0,0.06395057291666463,0.21879489243771522,0.07573426494587536,False
KRAS,RASL12,0.01874766937821677,0.23913685548379157,0.07839723969058991,0.028261010413333038,0.16476847281838458,0.15425133625550896,0.7542784239001252,0.407661053774462,0.8997097610745198,6,8,Colorectal_MSI_H,0.42857142857142855,0.9081163050761227,False,10.0,0.11025688570019097,0.04825907736597788,0.0693834897136527,False
KRAS,RASD2,0.012360369563237049,0.0788812193919195,0.15669597476459943,0.031166030075181567,0.1835333325291993,0.1718184389635057,0.7321213006498078,0.5255315646692019,0.6539092765673742,6,8,Colorectal_MSI_H,0.42857142857142855,0.9081163050761227,False,11.0,0.07269254789234897,0.053851530738306515,0.05171981148419742,False
KRAS,RALA,0.010767913972911637,0.08025159791185388,0.13417694168206862,0.033478518412691324,0.3212511120356527,0.3007457219057174,0.5702603433276093,0.7360625773606919,0.34542558491156466,6,8,Colorectal_MSI_H,0.42857142857142855,0.9600816226443808,False,13.0,0.06332716009597854,0.05830330205380524,0.04526983326624673,False
KRAS,RHEBL1,0.0,-0.14521429441369937,0.04134231216665548,-0.11459144329272637,-0.5106126761254356,-0.47802037764934396,0.3985780766871357,0.7232656948849426,-0.36283229020436997,6,8,Colorectal_MSI_H,0.42857142857142855,0.9600816226443808,False,23.0,0.0,0.2144537943352043,0.04483635167453728,False
KRAS,RALB,0.0011936588421094319,0.40120495749359275,0.0029751846775933587,-0.06400334494553554,-0.5952768212316626,-0.5572804283870884,0.27534097687630527,0.12584558953624145,1.6626639558927154,6,8,Colorectal_MSI_H,0.42857142857142855,0.808829856314711,False,14.0,0.007020024935600835,0.1170666458360382,0.03705639656784308,False
KRAS,MRAS,0.0,-0.2964341950264602,-0.015696664219899067,-0.0779870486780564,-0.7016034367417698,-0.6568202386518697,0.21786937023507125,0.6063817602328889,-0.5297697489485855,6,8,Colorectal_MSI_H,0.42857142857142855,0.9081163050761227,False,23.0,0.0,0.14398667399406395,0.03340056618917442,False
KRAS,RAP2B,0.0,0.08533814278963092,-0.05153581546930635,-0.0717921211588039,-0.6030123556649778,-0.5645222053033835,0.2966954567872273,0.781549213184596,0.2850460686932082,6,8,Colorectal_MSI_H,0.42857142857142855,0.9769365164807451,False,23.0,0.0,0.1320608189813203,0.027526573950235417,False
KRAS,RERGL,0.0,0.0,-0.09649265293353555,0.053648881688651034,0.473534674504872,0.44330905698328443,0.39352211331765363,,,6,8,Colorectal_MSI_H,0.42857142857142855,1.0,False,23.0,0.0,0.09713326854427512,0.019426653708855025,False
KRAS,DIRAS2,0.0,0.30108652483886034,-0.0493003395841572,0.024480516043155695,0.31142974802216267,0.29155125346755656,0.5619654316843709,0.11445192052732875,1.9077993758034693,6,8,Colorectal_MSI_H,0.42857142857142855,0.808829856314711,False,23.0,0.0,0.040981247626225126,0.018329304458080054,False
