pair,gene_a,gene_b,hit_union,hit_h1299,hit_mdamb231,signed_dd_maxabs,welch_t_maxabs,hedges_g_maxabs
GJB5_GJD3,GJB5,GJD3,0,0,0,-0.08082405290219591,-1.070176496448972,-0.544866033348702
SLITRK3_SLITRK5,SLITRK3,SLITRK5,0,0,0,0.12101445818986294,-2.869510256119618,-1.0689734068101406
GABRR1_GABRR3,GABRR1,GABRR3,0,0,0,0.08570623044778575,1.4238364779287733,0.8359702741466588
MYH13_MYH15,MYH13,MYH15,0,0,0,0.12305937699822744,3.8632102298894724,0.9612210473164986
CEACAM4_PSG1,CEACAM4,PSG1,0,0,0,-0.06376672441053843,-4.8343129497665,-0.7969222959373483
TAS2R13_TAS2R20,TAS2R13,TAS2R20,0,0,0,0.10699609532838655,3.587988985093432,0.9726387727029194
BTN2A1_BTNL8,BTN2A1,BTNL8,0,0,0,0.08843947799184358,0.9066113060539274,0.5239906194530083
AGAP3_AGAP4,AGAP3,AGAP4,0,0,0,,,
ZNF737_ZNF98,ZNF737,ZNF98,0,0,0,-0.15463807560338572,-6.27135838222938,-1.2571190281183064
WNT3_WNT7A,WNT3,WNT7A,0,0,0,-0.1234399272805562,-1.7614757380700992,-0.9356874267850945
LHX5_LMX1A,LHX5,LMX1A,0,0,0,-0.19212959050316247,-1.5336632925008284,-0.8894478963586229
MIXL1_SHOX2,MIXL1,SHOX2,0,0,0,-0.028910828801903533,-0.5973951670872455,-0.2593129149991092
TAAR1_TAAR2,TAAR1,TAAR2,0,0,0,-0.057983196465984946,-0.5722912415708328,-0.2945144755042725
CD63_TSPAN15,CD63,TSPAN15,0,0,0,0.010142857733084053,0.2937729219965483,0.10750650918814779
NPTX2_PTX4,NPTX2,PTX4,0,0,0,0.09091723117327213,-2.31714091277617,0.7081236324355803
SOX15_SRY,SOX15,SRY,0,0,0,,,
SIK1B_SIK2,SIK1B,SIK2,0,0,0,,,
C1QL2_CBLN3,C1QL2,CBLN3,0,0,0,-0.14514113215840255,-1.4074224019234818,-0.7981493356614517
ANKRD20A1_ANKRD26,ANKRD20A1,ANKRD26,0,0,0,,,
GSTA1_GSTA5,GSTA1,GSTA5,0,0,0,0.068378165439063,1.4989868426324489,0.6690353930710549
MAGEB17_MAGEF1,MAGEB17,MAGEF1,0,0,0,-0.0663037710043296,-0.6260147693836938,-0.4739678601651041
GNG5_GNG8,GNG5,GNG8,0,0,0,,,
CSF1R_FLT4,CSF1R,FLT4,0,0,0,0.11744311138944147,2.293601149643606,1.1730821749469218
ENTHD1_EPN2,ENTHD1,EPN2,0,0,0,-0.16311846177702985,-1.5033278346752137,-0.8105358747462399
CARMIL1_CARMIL2,CARMIL1,CARMIL2,0,0,0,-0.10584625145665567,-1.4879684375411766,-0.6020475716905659
CD63_TSPAN10,CD63,TSPAN10,0,0,0,0.03478168061738082,-1.0082003024718753,0.3250612960921812
OR6C1_OR6C6,OR6C1,OR6C6,0,0,0,0.06697755848282454,1.4363630929731586,0.7042224810870475
SIGLEC10_SIGLEC6,SIGLEC10,SIGLEC6,0,0,0,0.11461537678455631,1.4498943201883079,0.8092377728016484
DAZ1_DAZL,DAZ1,DAZL,0,0,0,,,
OR2T29_OR2T5,OR2T29,OR2T5,0,0,0,,,
ZNF582_ZNF780B,ZNF582,ZNF780B,0,0,0,-0.07002504558397947,-1.2478876539090242,-0.5864868419218716
TTC9B_TTC9C,TTC9B,TTC9C,0,0,0,-0.10558387462754634,-1.244860253572795,-0.7808586385562597
UMOD_UMODL1,UMOD,UMODL1,0,0,0,0.22787776612187083,3.122374906903931,1.4628927782461505
HIF3A_SIM1,HIF3A,SIM1,0,0,0,0.13934841498465167,-3.996910280308079,1.6774613263296814
TARS2_TARS3,TARS2,TARS3,0,0,0,-0.11509402616515285,1.442222540934179,0.9079487474684724
CLU_CLUL1,CLU,CLUL1,0,0,0,-0.04038258411137227,-1.1581450216905627,-0.4322316832853918
SERPINB12_SERPINB9,SERPINB12,SERPINB9,0,0,0,,,
ESR1_ESRRA,ESR1,ESRRA,0,0,0,-0.05652758041351421,1.4442002534256941,-0.4551726117442054
ZNF18_ZNF263,ZNF18,ZNF263,0,0,0,0.021266382557412353,0.4318729470389758,0.16080524187383166
TLR10_TLR6,TLR10,TLR6,0,0,0,0.10150812909973836,1.2768986133764737,0.6527404657746622
NCAN_TNFAIP6,NCAN,TNFAIP6,0,0,0,0.07333094164127205,2.271760867382603,0.8454991350349333
ATP8A2_ATP8B2,ATP8A2,ATP8B2,0,0,0,-0.1328405961572856,2.7062640893162127,-1.2070078052711504
C5AR2_GPR32,C5AR2,GPR32,0,0,0,-0.11703921911626504,-1.8919333695043024,-1.1557464782515308
LIPK_LIPM,LIPK,LIPM,0,0,0,0.09774008238911756,1.6969278162235322,0.776071972489083
OR5T3_OR5W2,OR5T3,OR5W2,0,0,0,0.06396892282161533,2.130481605734081,0.7715302446167102
H2AC12_H2AJ,H2AC12,H2AJ,0,0,0,,,
IRX1_IRX2,IRX1,IRX2,0,0,0,0.0827655753930022,1.4343351179986648,0.6758280394729007
GRIK2_GRIN2A,GRIK2,GRIN2A,0,0,0,0.1175017778888292,2.358942889999753,0.8008029103643254
HSPA1A_HSPA1B,HSPA1A,HSPA1B,0,0,0,,,
CA13_CA8,CA13,CA8,0,0,0,0.030653833782038675,1.6269567452438802,0.3956744693229175
CRISP3_GLIPR1L1,CRISP3,GLIPR1L1,0,0,0,0.05497527902025426,-1.0931590555423936,-0.38525691376180926
ALX1_PHOX2A,ALX1,PHOX2A,0,0,0,-0.12318941264723032,-1.9759140192948361,-0.9806949972990424
ACKR3_GPR15,ACKR3,GPR15,0,0,0,0.21001332849766965,3.029517407974047,1.8470621819949264
OR2AJ1_OR2L5,OR2AJ1,OR2L5,0,0,0,0.07330706730015511,1.8004375171971452,0.6002383833394843
USP17L4_USP17L5,USP17L4,USP17L5,0,0,0,,,
OR2T1_OR2Z1,OR2T1,OR2Z1,0,0,0,0.11291195502900708,3.899513052127642,1.4420262152950838
ZNF253_ZNF431,ZNF253,ZNF431,0,0,0,-0.21998499088058007,-2.7423188838590318,-0.9714045470638598
SLC12A3_SLC12A6,SLC12A3,SLC12A6,0,0,0,-0.11184414748321492,-2.5928960234234864,-0.9342687036385561
SP3_SP5,SP3,SP5,0,0,0,0.1901667148929012,-4.553554944112634,1.4881737378045812
E2F3_E2F6,E2F3,E2F6,0,0,0,,,
NR2C2_NR2E3,NR2C2,NR2E3,0,0,0,,,
LRRC2_SCRIB,LRRC2,SCRIB,0,0,0,0.10714223087509547,2.6914581252753087,1.1744742397148944
CES5A_NLGN3,CES5A,NLGN3,0,0,0,0.08788711737934647,2.051010154699218,0.8631989699634931
KCNIP1_KCNIP4,KCNIP1,KCNIP4,0,0,0,0.045236304861297635,1.177244656225793,0.566303133951183
CRTAP_P3H3,CRTAP,P3H3,0,0,0,-0.0979772018506428,-3.4760351601478665,-1.1004260008065276
LRFN2_LRFN3,LRFN2,LRFN3,0,0,0,-0.21725550607495128,2.729325386047072,1.1109214243959846
CCL16_CCL4L2,CCL16,CCL4L2,0,0,0,,,
ZNF468_ZNF600,ZNF468,ZNF600,0,0,0,0.17803624914406424,3.45321478111513,1.107582813286507
CDC42BPA_ROCK2,CDC42BPA,ROCK2,0,0,0,-0.20322695137470237,-7.3203671833260175,-3.032143524407215
WNT1_WNT6,WNT1,WNT6,0,0,0,0.12499023084510334,2.024687462030641,0.9067537496476802
HNRNPCL4_RALYL,HNRNPCL4,RALYL,0,0,0,,,
GRIN2B_GRIN3A,GRIN2B,GRIN3A,0,0,0,-0.14860949142656946,-2.389470808896165,-0.8326708399140824
MPND_MYSM1,MPND,MYSM1,0,0,0,-0.043083899425072875,-1.1448854800212132,-0.4109860478591972
PTPRD_PTPRS,PTPRD,PTPRS,0,0,0,-0.09542646528097276,2.192567374827031,0.7633759573545865
SLC5A10_SLC5A4,SLC5A10,SLC5A4,0,0,0,0.0616584683948485,1.4311919892392178,0.6557884109598097
CLK2_CLK4,CLK2,CLK4,0,0,0,-0.20989605691270827,-2.4521724783835976,-1.5533456743648466
GABRD_GABRR2,GABRD,GABRR2,0,0,0,-0.1441354609748999,4.6972618212288735,-1.0168904353545307
STMN1_STMN3,STMN1,STMN3,0,0,0,-0.029176182935334596,-0.750391168952136,-0.24728622088983043
PIWIL3_PIWIL4,PIWIL3,PIWIL4,0,0,0,-0.15704901823660547,-2.483651060118123,-1.2236321667989307
WNT3A_WNT4,WNT3A,WNT4,0,0,0,0.02981301809846579,-0.8627532784843173,0.34789531286725395
RBM46_RBM47,RBM46,RBM47,0,0,0,0.2581356753305353,3.8996338458801323,2.306218726249673
ACR_PRSS53,ACR,PRSS53,0,0,0,-0.11283413864596982,-3.2903958493259795,-0.7550646594721391
MAN1A1_MAN1A2,MAN1A1,MAN1A2,0,0,0,0.1384708479250915,1.926596688897227,1.1623902982546201
CALML6_TNNC2,CALML6,TNNC2,0,0,0,,,
ATRX_FSBP,ATRX,FSBP,0,0,0,-0.07573537216171383,-1.5128054671481588,-0.5001252293386774
MAGEB18_MAGEB2,MAGEB18,MAGEB2,0,0,0,0.06554618423668263,3.61062253206724,0.8750182182608183
LRRC38_LRRC55,LRRC38,LRRC55,0,0,0,0.04485237092696809,2.0289434300125535,0.3747021805716749
IL1RN_IL36RN,IL1RN,IL36RN,0,0,0,,,
GDF3_NODAL,GDF3,NODAL,0,0,0,-0.1468253526993325,-1.388201761561613,-0.8935093409934836
ETDA_ETDC,ETDA,ETDC,0,0,0,,,
RERGL_RHEBL1,RERGL,RHEBL1,0,0,0,0.06091622258196479,2.7351048720656594,0.6257976231400685
ZKSCAN3_ZNF24,ZKSCAN3,ZNF24,0,0,0,,,
DNAH2_DNAH3,DNAH2,DNAH3,0,0,0,0.10666500885492597,2.8039158657347176,1.0188949818105717
DHRS4_HSD17B8,DHRS4,HSD17B8,0,0,0,0.26550915291120614,3.1979377616891687,1.6473921769776414
DHRS7B_HSD17B1,DHRS7B,HSD17B1,0,0,0,-0.0836792393189519,-1.0811356761411244,-0.5527175177456728
FAM160A1_FAM160B1,FAM160A1,FAM160B1,0,0,0,,,
MAGEA9B_MAGED1,MAGEA9B,MAGED1,0,0,0,,,
HOXB8_HOXD4,HOXB8,HOXD4,0,0,0,0.06979130524305502,2.021723460789317,0.6860232776191901
ZNF154_ZNF418,ZNF154,ZNF418,0,0,0,-0.13562269089534087,-2.212039116481527,-0.965713068519546
LAMA5_LAMC2,LAMA5,LAMC2,0,0,0,-0.13823698831662,2.512433154707724,-1.22057394633764
PRRX2_UNCX,PRRX2,UNCX,0,0,0,0.14316249715627083,3.443148142286536,1.3439009414689655
USP17L8_USP42,USP17L8,USP42,0,0,0,,,
CCDC114_CCDC63,CCDC114,CCDC63,0,0,0,,,
MAGEB4_MAGEE2,MAGEB4,MAGEE2,0,0,0,-0.14636129559638905,-3.1795603289120424,-1.2853617522629182
OR2AG2_OR2V1,OR2AG2,OR2V1,0,0,0,0.12304970508806962,-1.1727697856959791,-0.6245675819954329
TSPAN33_TSPAN5,TSPAN33,TSPAN5,0,0,0,0.09611311026512118,1.373697190286642,0.8472653168845202
OR13F1_OR2S2,OR13F1,OR2S2,0,0,0,-0.02855270294808171,-0.4965098557185567,-0.2632976676075973
ZNF556_ZNF844,ZNF556,ZNF844,0,0,0,-0.10375243351377673,-0.9274469755178627,-0.4004803785536006
ZNF20_ZNF563,ZNF20,ZNF563,0,0,0,-0.13412837870133837,-1.674879206032334,-0.6625120580959105
RPS6KA4_SGK1,RPS6KA4,SGK1,0,0,0,-0.1892752225793305,-2.3684565050216113,-1.0600669315054378
HSPA1L_HSPA2,HSPA1L,HSPA2,0,0,0,-0.09185465783142766,-1.3047868117987933,-0.7892810612959674
OR13C8_OR13D1,OR13C8,OR13D1,0,0,0,-0.041555497987413245,-0.4923407734138254,0.28660405230575386
KCNH5_KCNH8,KCNH5,KCNH8,0,0,0,0.11969906295838344,-2.403338929520958,-0.7762843065394219
LRG1_LRIG3,LRG1,LRIG3,0,0,0,-0.09535145368720103,-3.5434954746465417,-0.969419901650214
FRMD1_FRMD6,FRMD1,FRMD6,0,0,0,0.014976748817535275,0.39856762574077986,0.14463807052213984
LZTS2_LZTS3,LZTS2,LZTS3,0,0,0,-0.17330198016979997,3.6930702347404805,1.0831506950362806
DGKH_DGKK,DGKH,DGKK,0,0,0,-0.1245566879697854,-2.4237931641439108,-1.1853149619422323
ZFP2_ZNF502,ZFP2,ZNF502,0,0,0,0.16719770396536712,1.617695507856481,0.9402969663358861
OR51I1_OR51T1,OR51I1,OR51T1,0,0,0,-0.09767644278097712,-1.1720681463833489,-0.5863307268845646
FOXA3_FOXS1,FOXA3,FOXS1,0,0,0,0.1554659714909182,-2.6825971408198184,-0.9530612631118395
ACTA1_ACTG1,ACTA1,ACTG1,0,0,0,0.07321004600886465,0.806274344908302,0.4879208619140919
HRNR_RPTN,HRNR,RPTN,0,0,0,-0.15808984666524373,-2.6999935421685572,-1.3288210420193185
MYH10_MYH4,MYH10,MYH4,0,0,0,0.122134653984597,3.6901171857018396,1.2032702062068847
SCN1A_SCN5A,SCN1A,SCN5A,0,0,0,0.06882981595866168,1.8751923976377756,0.8577549703000471
MAGEA9B_MAGED4B,MAGEA9B,MAGED4B,0,0,0,,,
CLDN1_CLDN14,CLDN1,CLDN14,0,0,0,0.020093010342121978,0.49301054533441385,0.186021828392044
MAN2A2_MAN2B1,MAN2A2,MAN2B1,0,0,0,-0.11341829458360797,-2.4264891849111634,-1.156820218861503
GRK1_GRK2,GRK1,GRK2,0,0,0,,,
LYL1_TWIST1,LYL1,TWIST1,0,0,0,-0.060975000723159645,-2.945071686124773,-0.6415545936543202
GRINA_TMBIM4,GRINA,TMBIM4,0,0,0,-0.14059401822604156,-1.19707919581438,-0.4791178521540341
ANK2_TNKS,ANK2,TNKS,0,0,0,-0.13659249300437243,3.8580788840703706,-0.9815971471663918
FGF13_FGF6,FGF13,FGF6,0,0,0,-0.04333051951347721,-0.9259306009958188,-0.4238858911919795
NME1_NME6,NME1,NME6,0,0,0,,,
DLX4_MSX1,DLX4,MSX1,0,0,0,0.07653113432983656,0.9988498598516345,0.5838122286542399
ATP8B1_ATP8B4,ATP8B1,ATP8B4,0,0,0,-0.10223853268447933,-1.780229353329482,-0.7116619571165189
H2BC14_H2BS1,H2BC14,H2BS1,0,0,0,,,
ZNF266_ZNF560,ZNF266,ZNF560,0,0,0,-0.0685819160826998,-1.392668824396326,-0.597954797329331
CNTN4_CNTN5,CNTN4,CNTN5,0,0,0,-0.1101686870360056,-1.487886591051551,-0.714095409622079
PPIB_PPIH,PPIB,PPIH,0,0,0,,,
PLPP2_PLPP3,PLPP2,PLPP3,0,0,0,,,
MAGEB6_MAGED4B,MAGEB6,MAGED4B,0,0,0,,,
REPIN1_ZNF775,REPIN1,ZNF775,0,0,0,-0.11649711291155435,-2.015162911355976,-1.1699848859616648
OR10H2_OR10R2,OR10H2,OR10R2,0,0,0,-0.0436148777328656,-1.008103096736486,-0.3629303772474048
ACR_OVCH1,ACR,OVCH1,0,0,0,0.11558691647992408,2.7321144408038416,0.9467188646619862
KCNK7_KCNK9,KCNK7,KCNK9,0,0,0,-0.09777093036024243,-1.054362520726316,-0.6085253825800723
EZH2_KMT2C,EZH2,KMT2C,0,0,0,-0.35575588010847287,-2.9477749031029887,-1.4810057263458216
OR2M5_OR2T3,OR2M5,OR2T3,0,0,0,,,
DGKB_DGKG,DGKB,DGKG,0,0,0,0.1592853502144398,1.9435362937149625,1.1839775221970275
ZNF595_ZNF679,ZNF595,ZNF679,0,0,0,0.023012601494847205,0.30066986684653735,0.14833149788172487
DNAJB8_DNAJC5,DNAJB8,DNAJC5,0,0,0,0.10223475507459617,1.4762164053751283,0.6971325459972931
ACSM5_ACSS2,ACSM5,ACSS2,0,0,0,0.062087731256850145,1.4923472493527128,0.5911227356113957
PRAMEF17_PRAMEF6,PRAMEF17,PRAMEF6,0,0,0,,,
KRT33A_KRT34,KRT33A,KRT34,0,0,0,0.026577879046806748,1.5983364191154625,0.2653030174357713
FOXK1_FOXQ1,FOXK1,FOXQ1,0,0,0,0.0695517450815765,1.2829159856894705,0.5304065821661157
ZNF229_ZNF233,ZNF229,ZNF233,0,0,0,0.16830146751440947,3.39428197687638,1.8048874474162602
ZNF429_ZNF708,ZNF429,ZNF708,0,0,0,-0.1877459525132956,-3.923509208503528,-1.3994057145287189
SLC9A4_SLC9A6,SLC9A4,SLC9A6,0,0,0,-0.08777861900811935,-1.5971887175171822,-0.8223103768249856
CD68_LAMP1,CD68,LAMP1,0,0,0,-0.1289656374904643,-2.16543176376778,-1.2154034896229262
HTR3B_HTR3E,HTR3B,HTR3E,0,0,0,0.15194638714662453,1.354952463684595,0.8785606575419145
SDC2_SDC3,SDC2,SDC3,0,0,0,-0.05904650989511448,-1.3627137206587725,-0.506402804650618
CITED1_CITED4,CITED1,CITED4,0,0,0,,,
FBXO2_FBXO27,FBXO2,FBXO27,0,0,0,,,
CAPNS2_PEF1,CAPNS2,PEF1,0,0,0,,,
RTL8A_RTL8B,RTL8A,RTL8B,0,0,0,,,
TUBB3_TUBB8B,TUBB3,TUBB8B,0,0,0,0.2727584958525727,2.5500280415699224,1.1545440152153044
AKR1B10_AKR1C2,AKR1B10,AKR1C2,0,0,0,0.14726102173786046,-4.412542078056615,-1.6270960904612501
H2BC17_H2BW2,H2BC17,H2BW2,0,0,0,,,
ALOX12_ALOX12B,ALOX12,ALOX12B,0,0,0,-0.17082801229697614,-6.577998542289642,-1.661968240981406
ELF2_SPDEF,ELF2,SPDEF,0,0,0,0.04908383212530727,0.624565105155896,0.3804822003590262
FBN3_LTBP3,FBN3,LTBP3,0,0,0,-0.17689149545146582,3.993812263529691,-1.3746467977735795
CYP11B2_CYP27C1,CYP11B2,CYP27C1,0,0,0,-0.11426357971929052,1.5175217034852675,-0.8231700556564125
CCL14_CCL18,CCL14,CCL18,0,0,0,,,
BMP10_BMP7,BMP10,BMP7,0,0,0,-0.10498719555234497,-2.6174228865094733,-1.0870805273679536
MT1G_MT2A,MT1G,MT2A,0,0,0,,,
FOXD2_FOXD4L3,FOXD2,FOXD4L3,0,0,0,,,
SIGLEC11_SIGLEC8,SIGLEC11,SIGLEC8,0,0,0,0.17020632456202728,3.823802107040566,1.3433354332911214
TSPAN2_TSPAN8,TSPAN2,TSPAN8,0,0,0,-0.10013896529893526,-1.2676845021759835,-0.7036193553342872
ACAN_TNFAIP6,ACAN,TNFAIP6,0,0,0,0.08711445395485169,3.231720786106958,1.1537013870492308
LAMC2_LAMC3,LAMC2,LAMC3,0,0,0,0.10698922755201168,-1.8814872337401523,-0.8309585607922253
OR2T27_OR2T6,OR2T27,OR2T6,0,0,0,0.1453573278820734,2.24218987666619,1.2192510100804095
USP17L12_USP17L13,USP17L12,USP17L13,0,0,0,,,
OR4D1_OR4D9,OR4D1,OR4D9,0,0,0,-0.08706328116068052,-1.1429951930830462,-0.5302029031951986
SLC5A5_SLC5A6,SLC5A5,SLC5A6,0,0,0,0.104135621709777,2.0235720687193375,0.8300537922780074
ADGRB1_ADGRB3,ADGRB1,ADGRB3,0,0,0,-0.12280289595140192,-1.699377777495574,-0.6848647568740868
GSTA4_GSTA5,GSTA4,GSTA5,0,0,0,0.05775596908700677,0.5538097271630319,0.36575087507837223
OR8D2_OR8D4,OR8D2,OR8D4,0,0,0,0.03486020701031606,0.8877947962239767,0.3856104776440013
EPB41L1_EPB41L2,EPB41L1,EPB41L2,0,0,0,-0.08944785777473732,-2.9741509345623056,0.9750162209090241
CHRNG_HTR3B,CHRNG,HTR3B,0,0,0,0.06902184465092412,2.875947963853944,0.7503425267174599
MAGEB10_MAGEC1,MAGEB10,MAGEC1,0,0,0,0.09403432865983347,3.3444176281345053,0.9439109437922056
TMC4_TMC6,TMC4,TMC6,0,0,0,0.048691067674629454,1.0762249497945422,0.4945176174066139
C1QTNF7_COL10A1,C1QTNF7,COL10A1,0,0,0,-0.058903248694682005,-0.8442502352057492,-0.4618934150155385
CCKAR_TRHR,CCKAR,TRHR,0,0,0,0.052668409150829126,1.9536404052527223,-0.5503441253341135
RNF144B_RNF19A,RNF144B,RNF19A,0,0,0,0.08898989056220628,1.4277251013272,0.8261609367937525
MAGEC1_MAGEC2,MAGEC1,MAGEC2,0,0,0,-0.15534085809000675,-2.978670254903653,-1.4165753933876295
CYBB_DUOX2,CYBB,DUOX2,0,0,0,-0.21058940086065409,-3.452967239205665,-1.4106973807768186
TENT5A_TENT5C,TENT5A,TENT5C,0,0,0,0.0695221409479198,1.616408871127278,0.6497060375102446
APOBEC1_APOBEC3B,APOBEC1,APOBEC3B,0,0,0,0.015597098466404766,0.37718073701050137,0.15125496004334166
ATP13A2_ATP13A5,ATP13A2,ATP13A5,0,0,0,-0.12692924179836657,-3.5228444162401815,-1.0382584289201002
TTLL11_TTLL6,TTLL11,TTLL6,0,0,0,-0.10006815316231066,-1.3471053652516742,-0.5814073382726804
GRM2_GRM7,GRM2,GRM7,0,0,0,-0.10507443928985163,2.588024211568325,0.8447754449068349
EEF1AKMT3_VCPKMT,EEF1AKMT3,VCPKMT,0,0,0,,,
HCRTR1_PRLHR,HCRTR1,PRLHR,0,0,0,0.088040818477188,1.7464373693797877,0.9252582003376205
ZNF354A_ZNF470,ZNF354A,ZNF470,0,0,0,0.15237640518233103,-3.5566062338651507,-1.3354956201451476
ZNF514_ZNF713,ZNF514,ZNF713,0,0,0,-0.12475388137917891,-1.2892471018065328,-0.7502848536618179
DGKA_DGKI,DGKA,DGKI,0,0,0,0.1150613981305867,3.9078776592349915,1.1396747544513401
PLIN3_PLIN4,PLIN3,PLIN4,0,0,0,-0.06323296438940933,1.051858687885592,-0.47665967124749725
LRRC10B_PIDD1,LRRC10B,PIDD1,0,0,0,-0.15825530324292447,-2.586595144630579,-1.1297008018695023
MYH15_MYH7,MYH15,MYH7,0,0,0,0.10793573762907656,-1.3524519604133693,0.6146308182654313
CA14_CA5B,CA14,CA5B,0,0,0,0.10949992284291449,2.42256145924581,0.9927220718388667
ELF2_ELF5,ELF2,ELF5,0,0,0,-0.07960406859862121,-0.6917475229372716,-0.3992597970066813
MAGEA1_MAGEB2,MAGEA1,MAGEB2,0,0,0,-0.12267816952743812,-1.708874044465261,-1.0011632275134101
AGTR2_BDKRB1,AGTR2,BDKRB1,0,0,0,0.0623521199645202,0.6919362726265998,0.39782711297769685
HAND2_TAL1,HAND2,TAL1,0,0,0,0.12672993750147254,2.218195487159413,1.2392808990226514
OR1D2_OR1N2,OR1D2,OR1N2,0,0,0,0.07240350225588543,0.710548252596966,0.37453133863188276
RAP1B_RIT2,RAP1B,RIT2,0,0,0,-0.0055686460850969954,-0.03383547376887965,-0.021271938404285453
ZNF440_ZNF555,ZNF440,ZNF555,0,0,0,0.06041427636370653,0.7857539935714742,0.44436398515279896
LRCH2_LRCH3,LRCH2,LRCH3,0,0,0,-0.19070018595330263,-2.4640660686286657,-1.3663895520655553
SLC26A1_SLC26A6,SLC26A1,SLC26A6,0,0,0,0.04627596649868604,0.8471429511007879,0.33755218641403684
ARL14EP_ARL14EPL,ARL14EP,ARL14EPL,0,0,0,0.07582003102696708,1.2912837305884166,0.6986037151083125
AVIL_GSN,AVIL,GSN,0,0,0,-0.05515926253341573,-0.31442009755300976,-0.20396760281045906
CD300E_CD300LB,CD300E,CD300LB,0,0,0,,,
DNAJB4_DNAJC5G,DNAJB4,DNAJC5G,0,0,0,0.05605336613734403,-0.6787529495576733,0.3000826518324712
RAP2C_RASD2,RAP2C,RASD2,0,0,0,-0.024443733353331165,-0.41245384561570475,-0.17056242966621527
KCNRG_KCTD21,KCNRG,KCTD21,0,0,0,0.06044044756971191,0.6651163279204387,0.3907104124625414
LINGO2_LINGO3,LINGO2,LINGO3,0,0,0,0.03567510614083949,0.932098477748187,0.4070442399405177
NME3_NME5,NME3,NME5,0,0,0,,,
BACH2_ZBTB44,BACH2,ZBTB44,0,0,0,0.07402675855987367,1.8907081671588863,0.5878806533996448
LAMA3_LAMC2,LAMA3,LAMC2,0,0,0,-0.11777558119770841,-1.7225534868510162,-1.0043325540651422
KRT77_KRT79,KRT77,KRT79,0,0,0,0.06133893428995557,1.2437559223276173,0.4122525540493958
AEBP1_CPXM2,AEBP1,CPXM2,0,0,0,-0.08406684302241194,1.5865078811484472,-0.6256334026600774
ARHGAP10_OPHN1,ARHGAP10,OPHN1,0,0,0,-0.04439512621913981,1.3634400772363322,0.39619370635298734
KDM4B_KDM4C,KDM4B,KDM4C,0,0,0,-0.13455209410899152,-2.5427528584164336,-0.8816079225731784
H2AC21_MACROH2A1,H2AC21,MACROH2A1,0,0,0,,,
ELOVL3_ELOVL4,ELOVL3,ELOVL4,0,0,0,-0.01483517559263875,-0.3035431804825572,-0.16063074434149432
MAGEB5_MAGED1,MAGEB5,MAGED1,0,0,0,-0.13914516316088998,-1.4320261751863723,-0.8207054781157168
WNT8A_WNT9A,WNT8A,WNT9A,0,0,0,-0.05605215146191235,-0.3875981453184452,-0.27663378149193735
DHRS7_RDH8,DHRS7,RDH8,0,0,0,0.02060585917284424,0.6359194477705968,0.21726205885015995
WNT11_WNT5B,WNT11,WNT5B,0,0,0,-0.11044277310382815,3.87708633332926,1.0829220824602281
ARF3_TRIM23,ARF3,TRIM23,0,0,0,0.05819557259813812,1.1502928373440917,0.45269140705800315
HMX3_NKX2-8,HMX3,NKX2-8,0,0,0,0.06097821613883332,1.6432353974101404,0.6033107680428714
MAPKAPK2_MKNK2,MAPKAPK2,MKNK2,0,0,0,-0.11150547488104501,-2.384569143593618,-0.7185018460018283
HCN1_HCN2,HCN1,HCN2,0,0,0,-0.11802061137740075,-3.86837941366685,-1.3449913537152052
GRM2_TAS1R2,GRM2,TAS1R2,0,0,0,-0.1461321119801613,3.776407194207153,1.085919899002726
GRIA2_GRIK4,GRIA2,GRIK4,0,0,0,0.07605506143203541,2.1607599901792485,0.6279354980098932
KCNJ5_KCNJ6,KCNJ5,KCNJ6,0,0,0,-0.0390746968778973,-2.139773725402224,-0.4751651948574396
KRT33B_KRT38,KRT33B,KRT38,0,0,0,0.19013489605659256,-1.9102575779763902,1.0908870146528065
CCL26_CCL3L3,CCL26,CCL3L3,0,0,0,,,
SOX18_SOX7,SOX18,SOX7,0,0,0,-0.13560538266706224,-2.2154668117378096,-0.8939999673648942
CMA1_GZMH,CMA1,GZMH,0,0,0,-0.011169318968930498,-0.1516855350631564,-0.09228341696395854
PRAMEF17_PRAMEF33,PRAMEF17,PRAMEF33,0,0,0,,,
LINGO2_LRFN4,LINGO2,LRFN4,0,0,0,0.08439954524663851,4.492002711199369,0.9564036795342027
MUC21_MUC22,MUC21,MUC22,0,0,0,0.11106473795568905,-2.3640101139005916,1.0454153768404186
LIN28A_YBX3,LIN28A,YBX3,0,0,0,0.11155848431607085,3.4824731420324184,1.0052713181535833
ABCA1_ABCA2,ABCA1,ABCA2,0,0,0,0.10334490097445026,2.7022475866672404,0.9927681895358463
ADAM19_ADAM23,ADAM19,ADAM23,0,0,0,0.17747829613236302,-2.2427491485960376,1.249393561767615
GNAT1_GNAT3,GNAT1,GNAT3,0,0,0,-0.008128447261110741,-0.1656409138199224,-0.08028363746568581
ZNF169_ZNF343,ZNF169,ZNF343,0,0,0,0.16927426670974943,1.552231998909589,-0.8172285598206978
STMN3_STMN4,STMN3,STMN4,0,0,0,0.058050947191486776,1.3622484960511891,0.47194722509496584
CCR6_CCR7,CCR6,CCR7,0,0,0,,,
RNASE6_RNASE7,RNASE6,RNASE7,0,0,0,0.049327946637053255,1.7970549508248634,0.6993845347898097
SLC25A30_UCP2,SLC25A30,UCP2,0,0,0,,,
