pair,gene_a,gene_b,hit_any_line,dd_min3,abs_dd,max_abs_mean_chronos,min_abs_mean_chronos,mrna_coexpression
HPS1|MYCN,HPS1,MYCN,0,0.0717922623464958,0.0717922623464958,0.1703881141898393,0.12880387901586948,-0.32018258897940177
HUS1|HUS1B,HUS1,HUS1B,0,0.093933962750554,0.093933962750554,0.5063905724037094,0.12182453304510034,0.16813188945410126
IDH1|IDH2,IDH1,IDH2,0,0.0571163906389056,0.0571163906389056,0.09541524181038724,0.01955748214049937,0.007498933932781012
IDH3B|IDH3G,IDH3B,IDH3G,1,-0.3090709008739041,0.3090709008739041,0.03471477832196047,0.01880419412718121,0.3498493294643928
IKBKE|TBK1,IKBKE,TBK1,0,-0.0783107997698196,0.0783107997698196,0.017017567919492216,0.0091471526337852,0.03161440802200629
IL10RA|IL6R,IL6R,IL10RA,0,0.0909187466931437,0.0909187466931437,0.0898604041837635,0.009696180945708918,0.12865279360157114
IL6ST|PCGF1,IL6ST,PCGF1,0,-0.3097422860432896,0.3097422860432896,0.12911180615568274,0.038397190258916726,-0.0011548781598726317
ILF3|SFPQ,ILF3,SFPQ,0,-0.3079242988775343,0.3079242988775343,1.6014024882848752,1.0889691279770661,0.7448376818996355
IMPDH1|IMPDH2,IMPDH1,IMPDH2,1,-0.3066382368083938,0.3066382368083938,0.5532059561000778,0.22201096719309438,0.12592175802666036
INCENP|ZWILCH,INCENP,ZWILCH,1,-0.2926614731725607,0.2926614731725607,1.272090272084521,0.1906961705150471,0.5979612222685236
INTS2|VMP1,INTS2,VMP1,0,-0.2638601437738646,0.2638601437738646,1.1288825642689673,0.8195985107344064,0.09934500296252095
INTS6|INTS6L,INTS6,INTS6L,1,-0.6686980195948126,0.6686980195948126,1.0488788778070752,0.06723878532505752,0.20477377207653744
IPO5|RANBP6,IPO5,RANBP6,0,-0.2811922024313007,0.2811922024313007,0.24382974887565684,0.015923997955091442,0.37588117441209135
IPO7|IPO8,IPO7,IPO8,0,-0.3846773235275178,0.3846773235275178,1.0360768770782143,0.04158001272564896,0.5066526791716617
IQCA1|IQCA1L,IQCA1,IQCA1L,0,0.0746390913000275,0.0746390913000275,0.06483175465965937,0.05595586581112775,0.05019282486236425
IRF4|IRF8,IRF4,IRF8,0,0.8173171933547065,0.8173171933547065,0.18451406339142512,0.03729359258332477,0.3148044246136121
ISCA2|PLAU,ISCA2,PLAU,0,0.1362893662910028,0.1362893662910028,0.6981747716090724,0.01768649581697392,0.19323688677223363
ISL1|YBX3,ISL1,YBX3,0,0.0188233080307992,0.0188233080307992,0.21150003745764667,0.059409617158104985,-0.33607888110873696
ITSN1|ITSN2,ITSN1,ITSN2,0,0.1178495268296992,0.1178495268296992,0.03696832864071901,0.016052440547961275,-0.0557611559325896
JAG1|JAG2,JAG1,JAG2,0,0.1142159998198761,0.1142159998198761,0.045614346778130255,0.013290454347339217,0.25934874435818833
KAT6A|KAT6B,KAT6A,KAT6B,0,0.1611559488088977,0.1611559488088977,0.09491180418339992,0.022257764377330166,0.5755922260751635
KCNMB3|WRN,KCNMB3,WRN,0,-0.0780153928321604,0.0780153928321604,0.1801452218164483,0.10395611131377591,0.08873328268936478
KCNT1|KCNT2,KCNT1,KCNT2,0,-0.1129329459105269,0.1129329459105269,0.08275906102299602,0.00834275632878251,0.24902488417697097
KHSRP|TNPO1,KHSRP,TNPO1,1,0.3227569934613621,0.3227569934613621,0.3841150617306489,0.22336431076773489,0.37104465611310244
KIAA0319|KIAA0319L,KIAA0319,KIAA0319L,0,-0.0434426657519939,0.0434426657519939,0.02658456232265388,0.01861472473095692,0.16462255191278416
KIF20A|SKA1,KIF20A,SKA1,0,0.3273878887045269,0.3273878887045269,0.531065864603906,0.5143747784094193,0.5684392537551021
KIF20A|KIF4A,KIF4A,KIF20A,1,-0.3621399769003165,0.3621399769003165,0.6457856989038137,0.5143747784094193,0.7913133559591312
KLF4|MRPL55,KLF4,MRPL55,0,0.2002952421009498,0.2002952421009498,0.6124901664792628,0.047321779742708195,0.016273645422578458
KLF4|MTG2,KLF4,MTG2,0,0.0865781027412613,0.0865781027412613,0.5163841475757127,0.047321779742708195,0.1183926308041833
KLF5|OSBPL6,KLF5,OSBPL6,0,0.3399690773967816,0.3399690773967816,0.40119566782364735,0.05159675029666125,-0.21427362526184968
KPNA2|KPNA3,KPNA2,KPNA3,0,-0.1179260126348949,0.1179260126348949,0.3186087695749676,0.060241489750137475,0.44812054289361875
L3MBTL2|MBTD1,L3MBTL2,MBTD1,0,0.1403482400681372,0.1403482400681372,0.3540394896335533,0.06425514236355108,0.28569626799554587
LARP1|LARP1B,LARP1,LARP1B,0,0.2324359126191759,0.2324359126191759,0.2653771121359102,0.0070050098216282095,0.37856605971108304
LATS1|LATS2,LATS1,LATS2,1,-0.1558454023488024,0.1558454023488024,0.023012712327514426,0.022896957659464992,0.1092727891309489
LDB1|LDB2,LDB1,LDB2,0,0.1866299929479529,0.1866299929479529,0.2796547120604,0.03950129264669002,0.09940850735917568
LIMK1|LIMK2,LIMK1,LIMK2,0,-0.0829357006046164,0.0829357006046164,0.06070394266143634,0.035272357014226825,0.11697299984295409
LIN28A|LIN28B,LIN28A,LIN28B,0,-0.0612452754410317,0.0612452754410317,0.10303860561031068,0.08801803684392483,0.25354681528120115
LMBR1|LMBR1L,LMBR1,LMBR1L,0,0.0096780948532064,0.0096780948532064,0.14751393945081542,0.05853515403307334,0.13268664357482815
LNX1|LNX2,LNX1,LNX2,0,-0.0698155659967756,0.0698155659967756,0.08881497056406161,0.009949483364583334,0.3234237704497287
LRBA|NBEA,LRBA,NBEA,0,0.1213809123583717,0.1213809123583717,0.041904858259760265,0.034295838720085146,0.291304392958458
LRFN1|TTC7A,LRFN1,TTC7A,0,-0.4832756068828053,0.4832756068828053,0.2461882231805367,0.10182457640535829,0.02590947676959302
LSM14A|LSM14B,LSM14A,LSM14B,0,0.0772403314522808,0.0772403314522808,0.27380261283087937,0.10231979674460585,0.3757635241659613
MAPK8IP3|SPAG9,MAPK8IP3,SPAG9,0,0.1764575331256347,0.1764575331256347,0.21889998114283307,0.056086934220104065,0.24895860742875162
MARCKS|XPR1,MARCKS,XPR1,0,0.1073994712775875,0.1073994712775875,0.22338471959655276,0.11137848694432946,0.23194060481963708
MAT1A|MAT2A,MAT1A,MAT2A,1,-0.2397851918345495,0.2397851918345495,1.348525543537675,0.03777707092710235,-0.007501111754760784
MBP|MRPL38,MBP,MRPL38,0,0.0919940021302289,0.0919940021302289,0.8486377428187408,0.18449503094845013,0.03427857721545363
MECOM|PRDM16,MECOM,PRDM16,0,-0.4472693650585319,0.4472693650585319,0.09042591451841767,0.019230516410966483,0.01636177384191377
MED12|MED12L,MED12,MED12L,0,0.3505899399924526,0.3505899399924526,0.5562145703523845,0.05053483314407508,0.35825969003477304
MED13|MED13L,MED13,MED13L,1,-0.1482494270380816,0.1482494270380816,0.15572600775456602,0.0593706283502496,0.5158304822218259
MED18|MED20,MED18,MED20,0,0.4532594081102912,0.4532594081102912,0.996296263851299,0.8183103303629485,0.36142369817434034
MED18|MED31,MED18,MED31,1,0.068173050012412,0.068173050012412,0.9581146521863938,0.8183103303629485,0.18049258449703826
MED23|THRAP3,MED23,THRAP3,1,-0.5698717994115285,0.5698717994115285,0.24007028131503982,0.20957379658502376,0.5419266826110718
MED26|MED8,MED8,MED26,1,0.2931752613487147,0.2931752613487147,1.2743984391537622,0.9436592617393593,0.15677735357031475
MMD|MMD2,MMD,MMD2,0,-0.1414248647247601,0.1414248647247601,0.023636108214445898,0.0068802136147601235,0.18304008685719922
MORF4L1|MORF4L2,MORF4L1,MORF4L2,0,0.1098526880321927,0.1098526880321927,0.16382709546475835,0.021410271814588367,0.5978855625302857
MRPL55|QSOX1,MRPL55,QSOX1,0,-0.228987243331081,0.228987243331081,0.6124901664792628,0.06723024361212766,0.07563728405612928
MRPL55|RUNX1,MRPL55,RUNX1,0,-0.2426366534620644,0.2426366534620644,0.6124901664792628,0.012535912660001054,-0.08303947303789495
MRPL55|SOX9,MRPL55,SOX9,0,-0.0844888791841267,0.0844888791841267,0.6124901664792628,0.3229940698994028,0.03210399187829176
MRPL55|TGFBR2,MRPL55,TGFBR2,0,-0.2196205212685791,0.2196205212685791,0.6124901664792628,0.05957650806971801,-0.16041919282688918
MTG2|RUNX1,MTG2,RUNX1,0,-0.2866303276555731,0.2866303276555731,0.5163841475757127,0.012535912660001054,0.14670918271473637
MTHFD1|TBC1D9,MTHFD1,TBC1D9,0,0.2860268703788207,0.2860268703788207,0.3511837123385998,0.016304689663414744,-0.04591738103444917
MTMR3|MTMR4,MTMR3,MTMR4,1,-0.1195587863030048,0.1195587863030048,0.22640492164306608,0.0983203265585556,0.4572992493869032
MTX1|TOMM22,MTX1,TOMM22,0,0.1403705765868557,0.1403705765868557,1.2458668843572214,0.06645255215764585,0.32503014208665865
MYBPH|MYBPHL,MYBPH,MYBPHL,0,-0.1882309899944437,0.1882309899944437,0.2488255614942555,0.011509322557686438,0.2084570825561311
MYC|MYCN,MYC,MYCN,0,0.1439167107036287,0.1439167107036287,1.9870943284184752,0.12880387901586948,-0.3796609883597632
MYD88|TIRAP,MYD88,TIRAP,0,-0.0848449632990637,0.0848449632990637,0.09415366156992075,0.02553555474050451,0.22436048573160602
MYH7|MYL7,MYH7,MYL7,0,0.0470794676614472,0.0470794676614472,0.1274960875681893,0.009777582002471658,-0.0006030265942898578
NAA10|NAA11,NAA10,NAA11,1,0.4339720002260959,0.4339720002260959,1.4562878707901874,0.0008870675441489459,0.04536294994251286
NAA15|NAA16,NAA15,NAA16,1,0.2468959868604934,0.2468959868604934,1.1669226892437157,0.08984384538479369,0.43839175273493586
NAT8L|TTC7A,NAT8L,TTC7A,0,-0.4636994956290993,0.4636994956290993,0.2461882231805367,0.008192979790226308,-0.20983636638950126
NBEAL1|NBEAL2,NBEAL1,NBEAL2,0,-0.082855270517293,0.082855270517293,0.19851030465864983,0.0025047072548596045,-0.004611560445637336
NCK1|NCK2,NCK1,NCK2,0,-0.1907223611524722,0.1907223611524722,0.009238234417451668,0.001283086300737083,0.061814351992626165
NCKAP1|NCKAP1L,NCKAP1,NCKAP1L,1,0.2939572107813381,0.2939572107813381,0.5052694848302749,0.14963273072548813,-0.7640436808326784
NDE1|NDEL1,NDE1,NDEL1,1,0.3129811525860276,0.3129811525860276,0.5055868072238573,0.06835189009265667,0.30029758176125404
NETO1|NETO2,NETO1,NETO2,0,0.0883863979265969,0.0883863979265969,0.07532958876198942,0.026828496250288453,0.12160377776714942
NKAP|NKAPL,NKAP,NKAPL,1,0.0843823078190701,0.0843823078190701,1.1713649259291927,0.07484604553893671,-0.03509948928662436
NMT1|NMT2,NMT1,NMT2,1,-0.2003375883858197,0.2003375883858197,0.7143715183679704,0.18750788850846617,0.25545158989776995
NR5A1|NR5A2,NR5A1,NR5A2,0,0.0432687920210981,0.0432687920210981,0.11911436769115258,0.03807835946656247,0.03343526777423238
NRBP1|NRBP2,NRBP1,NRBP2,1,-0.0939439191306642,0.0939439191306642,1.021476478359694,0.0846471644911028,0.3727457836298977
NUMB|NUMBL,NUMB,NUMBL,0,0.1477152313750802,0.1477152313750802,0.06319231505982192,0.03217375902899652,0.2961873679745321
OSMR|PCGF1,OSMR,PCGF1,0,0.1461660282369841,0.1461660282369841,0.12008564614624423,0.038397190258916726,0.01506656231901841
PACS1|PACS2,PACS1,PACS2,0,0.0969055879763833,0.0969055879763833,0.21463265274916754,0.11428966075914596,0.26437116964948126
PAPSS1|PAPSS2,PAPSS1,PAPSS2,1,0.1257485949018709,0.1257485949018709,0.020335625956322274,0.011169013528303405,0.05610294204959268
PCGF1|PSMB8,PCGF1,PSMB8,0,-0.2661599399104595,0.2661599399104595,0.08558569987669389,0.038397190258916726,-0.11759257672024971
PCGF1|SAMD9,PCGF1,SAMD9,0,0.3068919499000774,0.3068919499000774,0.12139521227780872,0.038397190258916726,-0.10651825287740455
PCGF1|UBASH3B,PCGF1,UBASH3B,0,0.1028978975750891,0.1028978975750891,0.06822218691845562,0.038397190258916726,-0.0705155019747062
PDS5A|PDS5B,PDS5A,PDS5B,1,-0.7505860854085573,0.7505860854085573,0.32988431762485937,0.12886145539449947,0.5287808662020502
PFAS|SMARCA1,PFAS,SMARCA1,0,-0.3758317686008677,0.3758317686008677,0.4415846670748963,0.031469757269480016,0.015584041338316066
PIP4P1|PIP4P2,PIP4P1,PIP4P2,0,-0.0004842526040875,0.0004842526040875,0.08816798626594326,0.01890701643999997,0.11240639964968835
PLCG1|PLCG2,PLCG1,PLCG2,0,0.1810820595237279,0.1810820595237279,0.10557785478893479,0.009342106153349036,-0.1319973611758911
PLD1|PLD2,PLD1,PLD2,0,0.0974690668946883,0.0974690668946883,0.07916875969653879,0.022694545838395124,0.24370712314893514
PLXDC1|PLXDC2,PLXDC1,PLXDC2,0,-0.0717741851063296,0.0717741851063296,0.10006373927130748,0.024101839628442152,0.16586627776929097
PMM1|PMM2,PMM1,PMM2,1,-0.0785705478300492,0.0785705478300492,0.34605183580023363,0.01769623576260388,0.19934236573966307
PMPCB|UQCRC1,PMPCB,UQCRC1,0,-0.384377887048591,0.384377887048591,1.6335628293115996,0.5007460209860114,0.3116015206959276
PPP2CA|PPP2CB,PPP2CA,PPP2CB,1,0.1945038745479711,0.1945038745479711,1.0648154415795836,0.05521173422512256,0.37747694818336064
PPP2CA|PPP4C,PPP2CA,PPP4C,0,0.38027694819677,0.38027694819677,1.1567957731619032,1.0648154415795836,0.5126533491022469
PPP2R1A|PPP2R1B,PPP2R1A,PPP2R1B,1,-0.4386498045579685,0.4386498045579685,1.0869362312367947,0.07751454889004745,0.26450550409344803
PPP3CA|PPP3R1,PPP3CA,PPP3R1,0,0.0630799180801504,0.0630799180801504,0.01449051772359227,0.0120441686286016,0.32439238756476024
PRKAB1|PRKAB2,PRKAB1,PRKAB2,0,-0.0251578980124979,0.0251578980124979,0.08969036955259672,0.06294560725145602,0.13005340272824464
PRPF8|SF3B2,PRPF8,SF3B2,0,0.3383089070308451,0.3383089070308451,2.1880045012283404,1.4493544020036606,0.4851753136150102
PRPF8|SF3B3,PRPF8,SF3B3,0,-0.799072656658347,0.799072656658347,2.39252979684905,2.1880045012283404,0.5256876736437289
PSEN1|PSEN2,PSEN1,PSEN2,0,-0.0786926090906677,0.0786926090906677,0.060640107578365694,0.02636967084069316,0.23809052922218824
PSMB8|TUFM,PSMB8,TUFM,0,-0.2927379063682768,0.2927379063682768,0.3719047731975104,0.08558569987669389,-0.062230152792414
PTCH1|PTCH2,PTCH1,PTCH2,0,0.1016885039120318,0.1016885039120318,0.19301195082221032,0.019032533945987074,0.3855799108495367
PTPN14|PTPN21,PTPN14,PTPN21,0,0.1679707653743991,0.1679707653743991,0.20430917977360996,0.056353011687436755,0.6404936695970287
PTPN11|PTPN6,PTPN6,PTPN11,1,-0.1070888040101354,0.1070888040101354,0.7303530857445999,0.0014472349850933386,-0.15992712354416405
PUM1|PUM2,PUM1,PUM2,1,-0.1418122248752218,0.1418122248752218,0.21741693947324023,0.1864409093540193,0.5744616966443288
PXDN|PXDNL,PXDN,PXDNL,0,-0.119861103098026,0.119861103098026,0.10815924877221163,0.022393368417626396,0.007681870624592263
RAD17|RFC2,RAD17,RFC2,0,-0.0621306606364788,0.0621306606364788,1.8811388632331354,1.0019847964598783,0.27202847776932476
RALGPS1|RALGPS2,RALGPS1,RALGPS2,0,0.1432642188389905,0.1432642188389905,0.13050689599807397,0.043313210707317876,0.13662099676936512
RANBP17|XPO7,RANBP17,XPO7,0,0.1108110013894657,0.1108110013894657,0.12769569665437805,0.03127549815415645,0.13572852514674985
RANBP10|RANBP9,RANBP9,RANBP10,1,0.0819289394862438,0.0819289394862438,0.15886372455626757,0.13719981227597688,0.32352640457613446
RAP1GAP|RAP1GAP2,RAP1GAP,RAP1GAP2,0,-0.1073420033241985,0.1073420033241985,0.14079787450733622,0.01020648565238926,0.29733645062052216
RBBP4|RBBP7,RBBP4,RBBP7,1,0.1737808819289261,0.1737808819289261,1.347067742663055,0.15465231275111485,0.45377946184879037
RBPJ|RBPJL,RBPJ,RBPJL,0,-0.2974448351007998,0.2974448351007998,0.1169125433544886,0.10477163402768946,0.08159358973937518
RC3H1|RC3H2,RC3H1,RC3H2,0,0.1030256015812335,0.1030256015812335,0.16191965892819235,0.06720033074829908,0.44187511397660656
RCBTB1|RCBTB2,RCBTB1,RCBTB2,0,0.0461208469868678,0.0461208469868678,0.09672843161038393,0.08478187659385267,0.38061997714056245
RECK|TTC7A,RECK,TTC7A,0,0.0931171379421498,0.0931171379421498,0.2461882231805367,0.0008349177416623248,0.0062422204800957354
RECK|UMPS,RECK,UMPS,0,-1.1290392690208548,1.1290392690208548,0.6316132902103336,0.0008349177416623248,-0.0708085858478928
RGS19|S1PR4,RGS19,S1PR4,0,0.0697745487142311,0.0697745487142311,0.08712453789951767,0.02521108088098792,0.4380392254268582
RHBDF1|RHBDF2,RHBDF1,RHBDF2,0,0.2302261035942154,0.2302261035942154,0.27477125751088816,0.19979951567878307,0.2579843527411913
RHOT1|RHOT2,RHOT1,RHOT2,1,-0.1549593164173983,0.1549593164173983,0.15955623852297804,0.05305837589919931,0.009256881149148296
RIC8A|RIC8B,RIC8A,RIC8B,0,-0.0618562559404652,0.0618562559404652,0.10184214449969034,0.02702479883230898,0.32609900496377275
RIMKLB|TTC7A,RIMKLB,TTC7A,0,0.4168710079472673,0.4168710079472673,0.2461882231805367,0.15012285850654264,0.04495037673467155
RING1|RNF2,RING1,RNF2,1,0.0827910899812295,0.0827910899812295,0.17482790736104153,0.04744464395890392,0.2584261034603719
RNF103|RNF130,RNF103,RNF130,0,-0.1056488017473454,0.1056488017473454,0.20896178731068688,0.05661700042590999,0.0770863078308906
RNF113A|RNF113B,RNF113A,RNF113B,0,0.0208767425245674,0.0208767425245674,1.0114571366629408,0.01094242075542214,0.0451721015253021
RNF144A|RNF144B,RNF144A,RNF144B,0,0.0430286583573186,0.0430286583573186,0.1773917568280539,0.06801002261307589,-0.20157196449089457
RNF20|RNF40,RNF20,RNF40,1,-0.2196965781599911,0.2196965781599911,0.7334622767192078,0.49020970040890577,0.40315819636561956
RNF38|RNF44,RNF38,RNF44,0,0.1116498891140028,0.1116498891140028,0.03567755892395537,0.019481906421107364,0.37893060744065526
RPL3|RPL3L,RPL3,RPL3L,0,0.2304828086247408,0.2304828086247408,2.614614505761305,0.05890995221563571,-0.06101705373877163
RRAGC|RRAGD,RRAGC,RRAGD,1,0.2143650392339678,0.2143650392339678,0.35121225488755276,0.06033039825530361,0.24429234987561388
RRM1|TYMS,RRM1,TYMS,0,0.4043808584306014,0.4043808584306014,3.185811563107934,0.7925352193995119,0.6597143935254582
RSBN1|RSBN1L,RSBN1,RSBN1L,0,-0.0956882149821614,0.0956882149821614,0.03704643698150901,0.010912950978025793,0.5388109817990305
RSC1A1|SUSD1,RSC1A1,SUSD1,0,-0.1076659892774842,0.1076659892774842,0.057045132318753695,0.024323139753388703,0.1364812159753053
RYBP|YAF2,RYBP,YAF2,0,0.0131009741499656,0.0131009741499656,,,0.3391849129245931
SAFB2|SFPQ,SAFB2,SFPQ,0,0.1834594666893734,0.1834594666893734,1.6014024882848752,0.10750182694485738,0.5623127732479298
SAMD4A|SAMD4B,SAMD4A,SAMD4B,1,0.1034194055147108,0.1034194055147108,0.331616134702096,0.17964987532938928,0.1862877472614277
SAP30|SAP30L,SAP30,SAP30L,0,0.0415295109786638,0.0415295109786638,0.0716076945993408,0.05291849585191114,0.18822401241853115
SAR1A|SAR1B,SAR1A,SAR1B,1,-0.0129817532643121,0.0129817532643121,0.0952280699676406,0.027502245588293967,0.3848078982281729
SAR1A|SEC23A,SAR1A,SEC23A,0,-0.1839937960333606,0.1839937960333606,0.10243676941987621,0.0952280699676406,0.5508142680262175
SBF1|SBF2,SBF1,SBF2,0,0.0657408623051683,0.0657408623051683,0.09308125921319392,0.07322389014590691,0.09559976472424501
SBNO1|SBNO2,SBNO1,SBNO2,0,-0.4682899128467452,0.4682899128467452,1.355653512458749,0.017867313811653057,0.21455198381173674
SEC23A|SEC23B,SEC23A,SEC23B,1,-0.5235726757209929,0.5235726757209929,0.10243676941987621,0.024405256969820297,0.19265468281653597
SEC31A|SEC31B,SEC31A,SEC31B,0,-0.2028406509911864,0.2028406509911864,0.05793645371452593,0.04144566657505305,-0.0558575563071862
SEPHS1|SEPHS2,SEPHS1,SEPHS2,1,0.3734470560839344,0.3734470560839344,0.8859149214216077,0.2777557807556087,0.23356547388356835
SF1|TCERG1,SF1,TCERG1,0,-0.441954009362798,0.441954009362798,2.607343712205471,0.4853955833835348,0.6532003413241515
SF3A1|SNRPB2,SF3A1,SNRPB2,0,-0.7875483513098053,0.7875483513098053,2.093756693981283,0.7577933803035921,0.2800907072581152
SHMT1|SHMT2,SHMT1,SHMT2,1,-0.0347782098834516,0.0347782098834516,0.15410125444620992,0.10830794188081162,0.09970364941874969
SIK2|STRADA,SIK2,STRADA,0,-0.0909483030731299,0.0909483030731299,0.12149656979787642,0.012178680800855225,0.25598403195703534
SIN3A|SIN3B,SIN3A,SIN3B,0,-0.1473609904156965,0.1473609904156965,0.8829118829748939,0.033926581290002304,0.4102011016804422
SIRPA|TREM2,SIRPA,TREM2,0,0.1122361388606438,0.1122361388606438,0.025555579660270677,0.018476605685722906,0.11231845050251366
SIRPA|TYROBP,SIRPA,TYROBP,0,-0.0360838934504404,0.0360838934504404,0.04149510169510687,0.025555579660270677,0.03966480518128355
SLC11A1|SLC11A2,SLC11A1,SLC11A2,0,0.1131788679257601,0.1131788679257601,0.13883226733366288,0.030211202151043063,0.0444836953957922
SLC25A15|SLC25A2,SLC25A2,SLC25A15,0,-0.1404534787956841,0.1404534787956841,0.07060555982342584,0.02788786830955002,0.044448643145728606
SLC25A24|SLC25A25,SLC25A24,SLC25A25,0,-0.1284251121356263,0.1284251121356263,0.18073162775487353,0.09302010824689726,0.14307690770130557
SLC25A28|SLC25A37,SLC25A28,SLC25A37,1,-0.2536801165234235,0.2536801165234235,0.3791661641744004,0.060405434675106034,0.27729435471021596
SLC35F3|SLC35F4,SLC35F3,SLC35F4,0,0.0919224489781428,0.0919224489781428,0.16370560109376034,0.06945189796265117,0.0778871300598452
SMAP1|SMAP2,SMAP1,SMAP2,0,-0.0298974028628969,0.0298974028628969,0.12462917408243146,0.08579425823210414,0.2836411226108577
SMARCA2|SMARCA4,SMARCA2,SMARCA4,1,-0.7096838101792589,0.7096838101792589,0.3636280987282543,0.02854617609413405,0.12305825400930073
SMARCC1|SMARCC2,SMARCC1,SMARCC2,1,-0.23143978206391,0.23143978206391,0.2308391249323858,0.1022915032263339,0.5336505201177252
SMC1A|SMC1B,SMC1A,SMC1B,0,-0.3294662983138741,0.3294662983138741,1.268298648994816,0.05044340020350131,0.0789378661695579
SNRPB|SNRPN,SNRPB,SNRPN,0,-0.2345291431468714,0.2345291431468714,1.9484573302093415,0.06588953002760631,0.016791788702579444
SNX2|SNX6,SNX2,SNX6,0,-0.113981276656637,0.113981276656637,0.12377617091061623,0.08903535874480327,0.40691753901356525
SOS1|SOS2,SOS1,SOS2,1,-0.2869614853566426,0.2869614853566426,0.28490479549660214,0.08222958846294129,0.47521922804040506
SPOP|SPOPL,SPOP,SPOPL,0,0.0690220622783331,0.0690220622783331,0.07727365709209556,0.06854487263154138,0.3817864358977114
SPTA1|SPTAN1,SPTA1,SPTAN1,0,0.1193433575446644,0.1193433575446644,0.1473966445741999,0.0353572086514412,-0.2027403217677687
SPTLC2|SPTLC3,SPTLC2,SPTLC3,0,0.1553295905994519,0.1553295905994519,0.18503963868483392,0.05959883338920866,0.08721766997042003
SS18|SS18L1,SS18,SS18L1,0,0.0394423747252971,0.0394423747252971,0.039507544261019246,0.010764430931497346,0.2202167915427475
STAM|STAM2,STAM,STAM2,1,-0.1709567253966216,0.1709567253966216,0.09723683534357642,0.03749763027665868,0.45066389514205174
STAM|VPS37A,STAM,VPS37A,0,-0.1860484878392458,0.1860484878392458,0.4678440569007578,0.09723683534357642,0.3983257494102401
STRIP1|STRIP2,STRIP1,STRIP2,1,-0.21301651593529,0.21301651593529,0.44234511638042334,0.03933964396720479,0.2563321785924126
STT3A|STT3B,STT3A,STT3B,1,0.2367436749426912,0.2367436749426912,0.27832249047109514,0.2257638222908608,0.42950737222833985
STX17|ZFYVE19,STX17,ZFYVE19,0,-0.0161034389088657,0.0161034389088657,0.11895978774637007,0.05299766010516991,0.3017889526051822
STX4|VIM,STX4,VIM,0,-0.1495819951913655,0.1495819951913655,0.394615858607672,0.05395280915612534,0.2571037313302959
STX4|ZEB1,STX4,ZEB1,0,-0.2524492370361819,0.2524492370361819,0.394615858607672,0.06864937679069999,0.18513154141077115
STX12|STX7,STX7,STX12,1,-0.0092533513385375,0.0092533513385375,0.09746488435251834,0.08600060130825117,0.3767283229556952
SUV39H1|SUV39H2,SUV39H1,SUV39H2,0,0.168138123071644,0.168138123071644,0.05795569422409069,0.005127929675579812,0.5662430396104978
SYK|ZAP70,SYK,ZAP70,0,-0.0982277534075929,0.0982277534075929,0.02833432367152826,0.011477253616374736,0.1779396890185119
TAF1|TAF1L,TAF1,TAF1L,0,-0.1744829009095913,0.1744829009095913,0.6265549554508284,0.038316700264659775,0.3257138447036944
TAF9|TAF9B,TAF9,TAF9B,1,-0.0034601595406265,0.0034601595406265,0.11003091360594233,0.04418557982513789,0.3247531646812307
TANC1|TANC2,TANC1,TANC2,0,-0.1546829028416662,0.1546829028416662,0.016421652777275572,0.011039534540237476,0.44479727068522673
TBC1D1|TBC1D4,TBC1D1,TBC1D4,0,-0.0852389203429026,0.0852389203429026,0.11134785941490793,0.03673292180906403,0.0866342656557083
TLN1|TLN2,TLN1,TLN2,1,0.4505824891296706,0.4505824891296706,0.5706310847020368,0.026666885628912868,0.3561582553574586
TMEM120A|TMEM120B,TMEM120A,TMEM120B,0,0.1583860886496901,0.1583860886496901,0.15596270919370608,0.025339918883735234,0.13614082418821044
TMEM185A|TMEM185B,TMEM185A,TMEM185B,0,0.1904405659842247,0.1904405659842247,0.19164878094505697,0.01410934582146585,0.25902679081852803
TMEM30A|TMEM30B,TMEM30A,TMEM30B,0,-0.1430296722643355,0.1430296722643355,0.1521543193221959,0.004447255188957109,-0.030986407062736313
TNKS|TNKS2,TNKS,TNKS2,1,-0.1429235086668929,0.1429235086668929,0.0292322523379814,0.018716601353120834,0.49508751523294803
TNPO1|TNPO2,TNPO1,TNPO2,1,-0.2718523105598882,0.2718523105598882,0.3841150617306489,0.04776393337719305,0.34142905511981514
TOB1|TOB2,TOB1,TOB2,0,-0.0907312622929096,0.0907312622929096,0.1511410814717975,0.05284286072546165,0.3096400309680571
TOMM22|TOMM40,TOMM22,TOMM40,0,0.1975646671817437,0.1975646671817437,1.4901628271629714,1.2458668843572214,0.3987233182073449
TOMM40|TOMM40L,TOMM40,TOMM40L,0,0.0088957366872769,0.0088957366872769,1.4901628271629714,0.06737479084025391,0.29311968276993433
TOP1|TOP1MT,TOP1,TOP1MT,0,0.1930731737687907,0.1930731737687907,0.8610164550906554,0.07620692989051547,0.219507959745094
TOP2A|TOP2B,TOP2A,TOP2B,0,-0.8186108682357731,0.8186108682357731,2.535989311098296,5.119030229203502e-05,0.4098973109752941
TPST1|TPST2,TPST1,TPST2,0,-0.1686334290737272,0.1686334290737272,0.05362416773234229,0.03179016301828375,0.2208788875492154
TSG101|VPS37A,TSG101,VPS37A,1,0.2131585160604617,0.2131585160604617,1.1034690213988245,0.4678440569007578,0.2643840477812401
TTC23|ZNF34,TTC23,ZNF34,0,0.0458599617261035,0.0458599617261035,0.13521359821514622,0.09371559886253256,-0.015467841278985246
