pair,gene_a,gene_b,hit_union,hit_h1299,hit_mdamb231,dd_min3,abs_dd,max_abs_mean_chronos,min_abs_mean_chronos,mrna_coexpression
BTRC_ZNF106,BTRC,ZNF106,0,0,0,-0.1167715500971731,0.1167715500971731,0.13559791033724364,0.11589210901363421,0.36288576915608123
LPO_TPO,LPO,TPO,0,0,0,0.1540080999043691,0.1540080999043691,0.13005050779154284,0.007904200679887202,-0.014011423861011207
ZNF264_ZNF805,ZNF264,ZNF805,0,0,0,0.1074563044065055,0.1074563044065055,0.1280141798807486,0.0752803421724899,0.5490338848644487
BATF2_BATF3,BATF2,BATF3,0,0,0,0.0321190850402924,0.0321190850402924,0.1148035420194382,0.056564222079274015,-0.09726542859268177
ACTR1B_ACTRT1,ACTR1B,ACTRT1,0,0,0,-0.0759992072115293,0.0759992072115293,0.2984469223189791,0.09693865528869984,0.07662114140537722
SLC22A13_SLC22A2,SLC22A13,SLC22A2,0,0,0,0.0935982846678186,0.0935982846678186,0.08011891194329923,0.015160027718485737,-0.014586540831347444
SLC9A3_SLC9A7,SLC9A3,SLC9A7,0,0,0,0.1410890576268312,0.1410890576268312,0.1406967159199853,0.017728365931705455,-0.017899374121900548
CA13_CA9,CA13,CA9,0,0,0,0.0290116619526605,0.0290116619526605,0.08339182914828801,0.07667750461554397,0.118127986928446
KRTAP13-2_KRTAP15-1,KRTAP13-2,KRTAP15-1,0,0,0,0.0427751108748395,0.0427751108748395,0.09631489485454273,0.05000266526877832,0.33069063224252804
ZNF569_ZNF84,ZNF569,ZNF84,0,0,0,0.106579770897577,0.106579770897577,0.04132057847922156,0.03681104986613374,0.4737908780280182
HNRNPDL_MSI1,HNRNPDL,MSI1,0,0,0,0.1558080732341001,0.1558080732341001,0.1283259566221718,0.06542783035537299,0.25870424353938837
OR5D14_OR5D16,OR5D14,OR5D16,0,0,0,0.1152869863706686,0.1152869863706686,0.18179396331502884,0.04743995522892376,0.8710302141824806
CHODL_LAYN,CHODL,LAYN,0,0,0,0.1173249364659218,0.1173249364659218,0.04472565433578927,0.013049418222361329,0.09337766840968076
PLAAT1_PLAAT5,PLAAT1,PLAAT5,0,0,0,0.1170869262201292,0.1170869262201292,0.17001995342534482,0.13799543544598628,0.025180487320907205
VSTM2A_VSTM2B,VSTM2A,VSTM2B,0,0,0,0.1274369732000653,0.1274369732000653,0.07042546181229341,0.05814258526122661,0.24968994656646515
ZNF735_ZNF92,ZNF735,ZNF92,0,0,0,0.0922334946420519,0.0922334946420519,0.16420105868853807,0.0949701080817712,0.005651889997101809
H1-2_H1-5,H1-2,H1-5,0,0,0,-0.0786272346219793,0.0786272346219793,0.3150776729774672,0.0005765819860663671,0.10681648044198075
ACBD6_DBI,ACBD6,DBI,0,0,0,-0.065517903787636,0.065517903787636,0.1346232490876357,0.06727248082058734,-0.02186455403318692
ADRA2A_DRD5,ADRA2A,DRD5,0,0,0,-0.2451769286074442,0.2451769286074442,0.11411073737356764,0.011446791366281612,0.036645948797549864
IQCF1_IQCF6,IQCF1,IQCF6,0,0,0,0.0894208494855655,0.0894208494855655,0.195717735967246,0.04825518493920072,0.10453207162157968
ABCA4_ABCA5,ABCA4,ABCA5,0,0,0,-0.1771034405753327,0.1771034405753327,0.1463661922333955,0.03835257669328111,0.024420110980745542
ZNF226_ZNF285,ZNF226,ZNF285,0,0,0,-0.1413903624432165,0.1413903624432165,0.20639596240429595,0.07358024512486358,0.3937644251583735
OR1K1_OR1L3,OR1K1,OR1L3,0,0,0,-0.1492287942637064,0.1492287942637064,0.04646242996969888,0.040549782381362566,0.02490984894656735
ZNF19_ZNF662,ZNF19,ZNF662,0,0,0,0.1323680128012289,0.1323680128012289,0.030510940135399522,0.0226697274609021,0.17232179817442142
ZNF66_ZNF708,ZNF66,ZNF708,0,0,0,0.0772404668618296,0.0772404668618296,0.11414932251782205,0.02119117128617863,0.6852486076482456
HOXA5_HOXC5,HOXA5,HOXC5,0,0,0,0.1595908616852016,0.1595908616852016,0.17317704823781732,0.08965300687871863,0.1273257773404951
OR2B2_OR2B3,OR2B2,OR2B3,0,0,0,0.098076270206566,0.098076270206566,0.14409817847375406,0.01242206851822938,0.11764608005154657
CNTNAP3B_NRXN3,CNTNAP3B,NRXN3,0,0,0,-0.1934937888918881,0.1934937888918881,0.05295870652243677,0.022032157536209015,0.1615416315907731
ZNF320_ZNF701,ZNF320,ZNF701,0,0,0,0.1430843862473827,0.1430843862473827,0.09595835711058479,0.020225183947206148,0.7010609545864708
GPR34_P2RY12,GPR34,P2RY12,0,0,0,-0.0662840238098396,0.0662840238098396,0.07480018412016856,0.028546412007429786,0.19742482969811598
ZNF589_ZNF875,ZNF589,ZNF875,0,0,0,0.0453162816923234,0.0453162816923234,0.017102641325637137,0.000656879680310368,0.2648760963297639
LRRC14_PRAMEF19,LRRC14,PRAMEF19,0,0,0,0.0125726285182292,0.0125726285182292,0.13744222615101265,0.013885463344934767,-0.025344683864272938
TAS2R16_TAS2R41,TAS2R16,TAS2R41,0,0,0,0.0682851613085211,0.0682851613085211,0.07856370653457119,0.04598759885018544,0.23849458806400123
PRICKLE1_PRICKLE4,PRICKLE1,PRICKLE4,0,0,0,-0.1227000457742088,0.1227000457742088,0.023468586683724552,0.020210518068171295,-0.03325454906108185
STK40_TRIB1,STK40,TRIB1,0,0,0,0.1478783279714041,0.1478783279714041,0.19326991735425822,0.04584859523019105,0.12635053605143637
CEACAM18_CEACAM8,CEACAM18,CEACAM8,0,0,0,0.0868464408192846,0.0868464408192846,,,0.07259902984289938
SMTN_SMTNL1,SMTN,SMTNL1,0,0,0,0.2899316397747222,0.2899316397747222,0.15395896946506082,0.10619892374028773,-0.041859884661869746
SLC6A11_SLC6A5,SLC6A11,SLC6A5,0,0,0,0.0997286712610874,0.0997286712610874,0.04303711821972519,0.018044390109998476,-0.009234223922333844
ZNF486_ZNF732,ZNF486,ZNF732,0,0,0,-0.2671309058769229,0.2671309058769229,0.21180706870380395,0.14998325669229526,0.31742484038951435
CST1_CST3,CST1,CST3,0,0,0,0.0948920229879081,0.0948920229879081,0.1130547775058048,0.0009278251557530531,0.2603597008894926
ABCC3_ABCC5,ABCC3,ABCC5,0,0,0,-0.1351906964990994,0.1351906964990994,0.07182532543041528,0.043912328881430596,0.0009928392431397617
ZNF12_ZNF347,ZNF12,ZNF347,0,0,0,-0.1451354976906618,0.1451354976906618,0.10852130612355433,0.02780296178874866,0.24790497438654507
TIMP1_TIMP3,TIMP1,TIMP3,0,0,0,-0.1744301982003233,0.1744301982003233,0.045465674322330465,0.03145384960456855,0.44753692036001724
MAP3K14_MAP3K8,MAP3K14,MAP3K8,0,0,0,0.0559517697087657,0.0559517697087657,0.13783794104772054,0.037938727859886445,0.15421017122883648
ANKRD18B_ANKRD36,ANKRD18B,ANKRD36,0,0,0,0.4179345385460817,0.4179345385460817,0.2229915462960855,0.036897813143144734,0.08886053575571456
NEO1_PRTG,NEO1,PRTG,0,0,0,-0.0804686671938861,0.0804686671938861,0.0945825943759695,0.04852784121255079,0.1599770715108618
OR52E2_OR52E8,OR52E2,OR52E8,0,0,0,-0.1057793867011582,0.1057793867011582,0.04453534157751068,0.026572740162620626,0.07239865418000131
COL17A1_COL28A1,COL17A1,COL28A1,0,0,0,-0.1211925328071596,0.1211925328071596,0.17005452278302652,0.11895065671124788,0.28603372386896103
TAS2R14_TAS2R9,TAS2R14,TAS2R9,0,0,0,-0.1534359987886294,0.1534359987886294,0.06675416049072799,0.04988312916541783,0.27474426216461284
NOTCH2_NOTCH3,NOTCH2,NOTCH3,0,0,0,0.1963469152217505,0.1963469152217505,0.0565321592535794,0.04926135115354442,0.22232163843929015
FOXP1_FOXP4,FOXP1,FOXP4,0,0,0,0.0912788236301683,0.0912788236301683,0.05457761403726612,0.026426070801318167,0.19692218169119896
ROBO3_ROBO4,ROBO3,ROBO4,0,0,0,-0.1685779383732096,0.1685779383732096,0.09425638162124475,0.08295380427055996,0.4163124249925304
FEZ1_FEZ2,FEZ1,FEZ2,0,0,0,-0.119362346792265,0.119362346792265,0.10202186501021727,0.05219575943892014,0.23309367746366613
SYT2_SYT3,SYT2,SYT3,0,0,0,0.119236295554233,0.119236295554233,0.21377543928109805,0.09124766066230815,0.23199704683561592
ADCY1_ADCY5,ADCY1,ADCY5,0,0,0,0.0917804788995354,0.0917804788995354,0.08643438042699307,0.02973900545490255,0.22491383445767427
ARHGEF1_ARHGEF11,ARHGEF1,ARHGEF11,0,0,0,0.155709752213274,0.155709752213274,0.18562865157971797,0.035328897399301944,-0.041765991975180314
EPB41L1_EPB41L4A,EPB41L1,EPB41L4A,0,0,0,-0.1121505057764527,0.1121505057764527,0.010710057968527639,0.008735771618255771,0.3237133793667634
ZNF132_ZNF749,ZNF132,ZNF749,0,0,0,-0.0955301471263707,0.0955301471263707,0.13374063122300606,0.09238464651381342,0.14052645125740731
DES_INA,DES,INA,0,0,0,0.217583269490985,0.217583269490985,0.014443783459660457,0.01295376908425072,0.01946751226046387
OC90_PLA2G2D,OC90,PLA2G2D,0,0,0,-0.0735688228236305,0.0735688228236305,0.049815441769200185,0.0450402477476324,-0.019378090798962203
BCL3_NFKBIA,BCL3,NFKBIA,0,0,0,-0.0670306411039564,0.0670306411039564,0.124685197250433,0.06612490337246331,0.44537520177440365
AK3_AK4,AK3,AK4,0,0,0,0.1140381103084052,0.1140381103084052,0.4114168172814309,0.0557532249940407,0.01481001027732077
PHRF1_SCAF1,PHRF1,SCAF1,0,0,0,-0.1044567706661947,0.1044567706661947,0.2582824813095945,0.048678675379022034,0.7485928649983724
RFPL1_RFPL4A,RFPL1,RFPL4A,0,0,0,-0.0620599380912518,0.0620599380912518,0.3404512351363044,0.02272523965024278,0.02252373676270323
THAP4_THAP5,THAP4,THAP5,0,0,0,0.0509236202723807,0.0509236202723807,0.1896878958777685,0.10755661943943443,0.05767158212811109
DUSP1_SSH3,DUSP1,SSH3,0,0,0,0.0196175661194356,0.0196175661194356,0.008540531968765837,0.007005527052770815,0.3098300504917399
ANK1_ANKRD65,ANK1,ANKRD65,0,0,0,-0.1620841915288157,0.1620841915288157,0.20396675739415934,0.05129579371349021,0.1477551381064628
SLC39A4_SLC39A7,SLC39A4,SLC39A7,0,0,0,0.2530353702677457,0.2530353702677457,1.1684391414442974,0.0022936633781664864,-0.09435456760699343
LAMA5_LAMC3,LAMA5,LAMC3,0,0,0,0.1679656553160846,0.1679656553160846,0.1366659367626178,0.03340357754034305,0.09540297442019467
NEDD4_WWP2,NEDD4,WWP2,0,0,0,-0.1314853845568964,0.1314853845568964,0.1007748923448834,0.042946571296630986,0.1846361591585579
ZNF337_ZNF875,ZNF337,ZNF875,0,0,0,-0.0305099503236711,0.0305099503236711,0.10420484302246485,0.017102641325637137,0.3742871441061563
NRXN2_NRXN3,NRXN2,NRXN3,0,0,0,-0.1987464221742153,0.1987464221742153,0.08983609067093147,0.05295870652243677,0.12463869975619736
SYNE1_SYNE2,SYNE1,SYNE2,0,0,0,0.1512943892457205,0.1512943892457205,0.04720567746392314,0.017569782887894004,-0.10944795557355809
GRSF1_HNRNPH3,GRSF1,HNRNPH3,0,0,0,-0.0806521584641885,0.0806521584641885,0.33632944009886756,0.11316528667158275,0.37869597505176256
FLVCR2_SLC49A4,FLVCR2,SLC49A4,0,0,0,0.1710724605883172,0.1710724605883172,0.03827247426192521,0.02298585628137428,0.2220331592780897
PLPPR1_PLPPR3,PLPPR1,PLPPR3,0,0,0,0.0718363311399754,0.0718363311399754,0.096524257164553,0.08468831158595795,0.10386426291150962
PKN2_PRKCD,PKN2,PRKCD,0,0,0,0.222344128411465,0.222344128411465,0.3440706048924205,0.04576094584431421,-0.05249523718051258
NEK1_NEK5,NEK1,NEK5,0,0,0,-0.0969323418872807,0.0969323418872807,0.09516875774098496,0.03949346639052291,-0.03603313873928792
NPTXR_PTX3,NPTXR,PTX3,0,0,0,-0.2672341153047601,0.2672341153047601,0.12210424031098652,0.00434778137405423,0.13561109569962482
KRTAP10-1_KRTAP10-7,KRTAP10-1,KRTAP10-7,0,0,0,-0.1206379436837232,0.1206379436837232,,,0.36423988767457216
IRF1_IRF5,IRF1,IRF5,0,0,0,0.0665150411753721,0.0665150411753721,0.05032216058969667,0.02329750544405275,0.2801257986785964
COL9A1_COL9A2,COL9A1,COL9A2,0,0,0,-0.1314306188076327,0.1314306188076327,0.022685294095282,0.003893244392023417,0.06834234742847099
TAS2R30_TAS2R41,TAS2R30,TAS2R41,0,0,0,-0.1093082675734884,0.1093082675734884,0.04598759885018544,0.04028838613312535,0.11473489507136367
CCNG2_CCNI,CCNG2,CCNI,0,0,0,-0.0499233362060348,0.0499233362060348,0.14727975055362078,0.04169980368548826,0.581028408987631
RB1_RBL2,RB1,RBL2,0,0,0,0.2129229985819518,0.2129229985819518,0.18196114047279435,0.0935340626732763,0.31171411620849954
KRTAP4-4_KRTAP4-5,KRTAP4-4,KRTAP4-5,0,0,0,-0.0665081276050566,0.0665081276050566,0.06922897758464959,0.01892957803680693,0.25006292662321844
GABRA3_GABRA6,GABRA3,GABRA6,0,0,0,0.2046327476588695,0.2046327476588695,0.27558236915900214,0.03788393182925767,0.03988396010477962
PCSK5_PCSK6,PCSK5,PCSK6,0,0,0,0.0966541428795504,0.0966541428795504,0.27978101904830793,0.0011851930739735486,0.1674358960519862
H1-1_H1-5,H1-1,H1-5,0,0,0,0.1827583545182106,0.1827583545182106,0.08588679003617701,0.0005765819860663671,0.23969334750102156
ZNF737_ZNF92,ZNF737,ZNF92,0,0,0,-0.1362769456817916,0.1362769456817916,0.0949701080817712,0.018112112882172435,0.42150428184126115
AOC1_AOC2,AOC1,AOC2,0,0,0,-0.1475816485315466,0.1475816485315466,0.1725681469338651,0.05896070268762853,-0.06918658753834181
DOCK1_DOCK4,DOCK1,DOCK4,0,0,0,-0.1198836679986275,0.1198836679986275,0.03087613995613828,0.016885592595900206,0.27071513409132586
ZFP28_ZNF573,ZFP28,ZNF573,0,0,0,0.1502741048099168,0.1502741048099168,0.05791204550828774,0.0031086353986826813,0.42769482985859747
SETD3_SETD4,SETD3,SETD4,0,0,0,-0.0951174998529698,0.0951174998529698,0.063689015874759,0.04108996360017515,0.2941672426466357
SIPA1_SIPA1L3,SIPA1,SIPA1L3,0,0,0,-0.2492986502685249,0.2492986502685249,0.1394602703019409,0.013365480563284547,0.057374948431063076
DIRAS2_RIT2,DIRAS2,RIT2,0,0,0,-0.0434982868015711,0.0434982868015711,0.11976103984755841,0.0493003395841572,0.2766953828381776
KCTD1_KCTD21,KCTD1,KCTD21,0,0,0,-0.1647228466345902,0.1647228466345902,0.1025350540016922,0.00025593705416837446,0.3137763187632838
HRH1_HRH4,HRH1,HRH4,0,0,0,0.0593887282377248,0.0593887282377248,0.08290580204112684,0.023376681124174906,-0.04408166485857939
DOC2A_SYTL5,DOC2A,SYTL5,0,0,0,0.0424798912402885,0.0424798912402885,0.10658155973283205,0.04129092682593177,0.0547522615499746
SPTBN2_SPTBN4,SPTBN2,SPTBN4,0,0,0,0.0925019176395329,0.0925019176395329,0.06853308626848673,0.04846447373726201,0.2165257347887343
NTRK1_ROS1,NTRK1,ROS1,0,0,0,-0.0949291251785003,0.0949291251785003,0.10828739525292755,0.0009958085907895028,-0.04705597700464269
DLG3_DLG4,DLG3,DLG4,0,0,0,-0.177530032237532,0.177530032237532,0.11882656722961589,0.11069638062487375,-0.12090075220181179
OR52I1_OR52I2,OR52I1,OR52I2,0,0,0,0.0893209685442378,0.0893209685442378,,,0.48249000068212206
RASL10B_RIT2,RASL10B,RIT2,0,0,0,-0.0909561748958856,0.0909561748958856,0.12293100942354462,0.11976103984755841,0.19933120388903397
BCL9_BCL9L,BCL9,BCL9L,0,0,0,0.369500989782622,0.369500989782622,0.18007210345022767,0.10714286127109562,0.23452381442560885
CCR2_CCR5,CCR2,CCR5,0,0,0,0.23379323362682,0.23379323362682,0.08346999091978799,0.03749833492229937,0.49248415821364805
MARK4_SIK2,MARK4,SIK2,0,0,0,-0.1425508954452009,0.1425508954452009,0.07111538729227254,0.012178680800855225,0.2630673998469414
OTOP1_OTOP3,OTOP1,OTOP3,0,0,0,0.123527687067803,0.123527687067803,0.4179282575757265,0.14306111171157476,0.0029291275795097333
CACNA1G_CACNA1H,CACNA1G,CACNA1H,0,0,0,0.2014749931399346,0.2014749931399346,0.21120699387929212,0.02909805826128874,0.3938242024986374
OR5AS1_OR5W2,OR5AS1,OR5W2,0,0,0,-0.1388423626482436,0.1388423626482436,0.068208054099153,0.020006278895699007,0.3649724472937828
CYSLTR2_LPAR6,CYSLTR2,LPAR6,0,0,0,0.1011756370353791,0.1011756370353791,0.06764802839467467,0.03379045855754941,0.0745281394248622
CLDN17_CLDN4,CLDN17,CLDN4,0,0,0,-0.1738903972889222,0.1738903972889222,0.1429994533300224,0.044610945540277044,-0.009011180334666571
ZNF224_ZNF234,ZNF224,ZNF234,0,0,0,-0.151568596005571,0.151568596005571,0.034765847273549595,0.02715468571074636,0.5263335148610346
KLHL14_KLHL22,KLHL14,KLHL22,0,0,0,-0.1278148961466448,0.1278148961466448,0.10078942271960613,0.02051189644437714,0.040607746326026324
RAB18_RAB33A,RAB18,RAB33A,0,0,0,-0.0348126284118469,0.0348126284118469,0.23444827950871638,0.01913559859468169,-0.20617495819906884
SEC14L1_SEC14L2,SEC14L1,SEC14L2,0,0,0,-0.0345391655369219,0.0345391655369219,0.04416588814404435,0.03888792272417985,0.17371748556779293
HELQ_POLQ,HELQ,POLQ,0,0,0,-0.2976415871392313,0.2976415871392313,0.3502716337338388,0.0332949628705642,0.3067703884258857
LPAR4_P2RY10,LPAR4,P2RY10,0,0,0,0.1220242107841158,0.1220242107841158,0.0919278035967169,0.006021748752461699,0.033629077856849224
ABLIM1_DMTN,ABLIM1,DMTN,0,0,0,-0.0770325600408623,0.0770325600408623,0.05622298779644356,0.038956907488091,0.34393209778309153
SEMA4A_SEMA4G,SEMA4A,SEMA4G,0,0,0,-0.0872026643689071,0.0872026643689071,0.06846266287675001,0.04868713723344048,-0.1364853080493683
ECE2_PHEX,ECE2,PHEX,0,0,0,-0.0730365174283752,0.0730365174283752,0.06214749437406476,0.016803797741391648,0.018130402701138745
KLK1_KLK7,KLK1,KLK7,0,0,0,-0.0275542414975579,0.0275542414975579,0.07146295622768525,0.05269487100926735,0.20751184213960688
HERC2_HERC4,HERC2,HERC4,0,0,0,0.1356939536555233,0.1356939536555233,0.08731534306555623,0.0031516930543655152,0.09557475230381872
GALR2_KISS1R,GALR2,KISS1R,0,0,0,-0.0462576204399824,0.0462576204399824,0.020927094119285058,0.01221176963261216,0.201847265620471
ZNF383_ZNF570,ZNF383,ZNF570,0,0,0,-0.0801196593322213,0.0801196593322213,0.12941788555850348,0.0675125138422446,0.5407451480405233
EZR_MSN,EZR,MSN,0,0,0,0.2200386948647284,0.2200386948647284,0.09787213856840248,0.023098449207320033,-0.1477129212847386
ACKR2_CCR3,ACKR2,CCR3,0,0,0,0.0893417715881565,0.0893417715881565,0.07154724713129718,0.06955697812461725,0.2878857751553845
CLDN4_CLDN6,CLDN4,CLDN6,0,0,0,0.3101867439345487,0.3101867439345487,0.302171244516728,0.044610945540277044,0.14851398167460353
FGF13_FGF20,FGF13,FGF20,0,0,0,0.0937701967671686,0.0937701967671686,0.00030540003348059525,8.293040734783354e-05,-0.03456342131018902
ACTL7B_ACTR1A,ACTL7B,ACTR1A,0,0,0,0.3449048796175894,0.3449048796175894,0.9254996656198519,0.07220265006213827,0.025960585856206406
TRIM11_TRIM60,TRIM11,TRIM60,0,0,0,-0.0584391141066407,0.0584391141066407,0.0660519171217735,0.02296530353076775,-0.014970095771146809
NAV1_NAV2,NAV1,NAV2,0,0,0,0.1501889530032253,0.1501889530032253,0.21435307954821828,0.049685608426006805,0.4546284676127096
ZNF404_ZNF780A,ZNF404,ZNF780A,0,0,0,-0.1572900021436828,0.1572900021436828,0.12559640770793448,0.011890366680049195,0.16702800175202165
C1QB_COL8A1,C1QB,COL8A1,0,0,0,-0.1751028092016422,0.1751028092016422,0.05445640229433178,0.003390446568590349,0.03841648370913531
TAS2R14_TAS2R16,TAS2R14,TAS2R16,0,0,0,0.1338090169716713,0.1338090169716713,0.07856370653457119,0.04988312916541783,0.016847271905308502
SH2D3A_SH2D3C,SH2D3A,SH2D3C,0,0,0,0.2219418387207228,0.2219418387207228,0.0077610062995279346,0.0014943364501755927,-0.11404151507154532
ALX4_PHOX2B,ALX4,PHOX2B,0,0,0,0.093015088595621,0.093015088595621,0.10873412939262136,0.02921454087581842,-0.04051803298204902
ZNF471_ZNF829,ZNF471,ZNF829,0,0,0,0.0644687085427569,0.0644687085427569,0.11928191572033574,0.03313509608339091,0.5944626182999705
ZNF10_ZNF544,ZNF10,ZNF544,0,0,0,0.0801902674915656,0.0801902674915656,0.06393375153885698,0.013183149910732937,0.22248173532648405
SLC7A11_SLC7A9,SLC7A11,SLC7A9,0,0,0,0.1677242229891294,0.1677242229891294,0.07757403709073507,0.04532388183770091,0.012229388004997493
HS3ST2_HS3ST5,HS3ST2,HS3ST5,0,0,0,-0.0550864401977089,0.0550864401977089,0.07774797671548665,0.05528001538494994,0.1844535477058873
ARHGEF15_ARHGEF26,ARHGEF15,ARHGEF26,0,0,0,-0.1082258233873625,0.1082258233873625,0.01589705794622463,0.005794612726048986,-0.02306461885649591
SETDB1_SETDB2,SETDB1,SETDB2,0,0,0,0.1388957073961865,0.1388957073961865,0.5265328652258031,0.013486291455419188,0.28553246277523203
WBP1_WBP1L,WBP1,WBP1L,0,0,0,0.0262101029381871,0.0262101029381871,0.563099980546023,0.194450144588494,0.24194242184832737
PSG11_PSG9,PSG11,PSG9,0,0,0,-0.2865078622307379,0.2865078622307379,0.06740321895016228,0.020651513780240324,0.5078937448503906
TTLL1_TTLL5,TTLL1,TTLL5,0,0,0,0.1511485294844367,0.1511485294844367,0.13332764776394565,0.004595324335723188,0.06804048888626767
ZNF416_ZNF772,ZNF416,ZNF772,0,0,0,-0.0875633826410125,0.0875633826410125,0.08361201321351296,0.01656590798621725,0.5584392516193023
DUSP15_DUSP22,DUSP15,DUSP22,0,0,0,0.0680304618401687,0.0680304618401687,0.21056072766749118,0.0102677850236665,0.06825495970553243
FOXD3_FOXI3,FOXD3,FOXI3,0,0,0,0.1571180014906313,0.1571180014906313,0.0921081844839064,0.07440840077389707,0.20098650774318627
ATP11B_ATP8B3,ATP11B,ATP8B3,0,0,0,-0.1766033594025753,0.1766033594025753,0.04336754003218396,0.011083425261646147,0.06452799792574913
DUSP1_DUSP19,DUSP1,DUSP19,0,0,0,-0.129200127476132,0.129200127476132,0.07986695400902932,0.007005527052770815,-0.003468794412789791
C6_C7,C6,C7,0,0,0,-0.1201748480314909,0.1201748480314909,0.14357856129054686,0.03931256492573854,0.4553739311557163
KIRREL2_KIRREL3,KIRREL2,KIRREL3,0,0,0,-0.1645657513910283,0.1645657513910283,0.11039865633571401,0.02452641718218247,-0.01169835918238003
DLG3_MPP3,DLG3,MPP3,0,0,0,0.0493771362074426,0.0493771362074426,0.21554275948199317,0.11882656722961589,0.26662427995331134
KLF9_SP8,KLF9,SP8,0,0,0,-0.1175337658363108,0.1175337658363108,0.055150146370096714,0.05205378108295387,-0.019431347986631823
COL16A1_COL4A1,COL16A1,COL4A1,0,0,0,-0.0902210496523715,0.0902210496523715,0.11174180206310314,0.015246968089875813,0.4749441163670733
ALDOB_ALDOC,ALDOB,ALDOC,0,0,0,-0.0562210703219811,0.0562210703219811,0.24747979741594814,0.007188338671609563,0.06384499248631918
CALU_RCN2,CALU,RCN2,0,0,0,-0.0378139737102947,0.0378139737102947,0.12898727673642038,0.08997780669616383,0.5562520442634303
OR4K13_OR4K15,OR4K13,OR4K15,0,0,0,0.1177614094617005,0.1177614094617005,0.13155182445499275,0.10759994288789435,0.14292422043397843
ZFP14_ZNF583,ZFP14,ZNF583,0,0,0,0.1058372455744301,0.1058372455744301,0.04517350921596524,0.03464372396693668,0.42847081378551716
RHOJ_RHOQ,RHOJ,RHOQ,0,0,0,0.1343912424221293,0.1343912424221293,0.7998160478556183,0.0012194318855747379,0.4395009714659137
HSP90AA1_TRAP1,HSP90AA1,TRAP1,0,0,0,-0.0931684531045742,0.0931684531045742,0.1977460996749915,0.02180371935561739,0.20289152148846643
EPB41_FRMD5,EPB41,FRMD5,0,0,0,0.0884638924779643,0.0884638924779643,0.06109446437277316,0.006640071100183055,-0.07826531042298973
ZNF76_ZXDB,ZNF76,ZXDB,0,0,0,-0.0862176812452615,0.0862176812452615,0.06702942312823282,0.03641820356045939,0.1843379340805114
SLC17A4_SLC17A7,SLC17A4,SLC17A7,0,0,0,0.1676293767009947,0.1676293767009947,0.10217952529377844,0.03791577397890253,-0.06451499492112053
TLE2_TLE7,TLE2,TLE7,0,0,0,0.065772764507789,0.065772764507789,0.17883161056836838,0.01372494664271564,-0.020936618274014957
CEBPA_CEBPE,CEBPA,CEBPE,0,0,0,-0.036921085789746,0.036921085789746,0.20141972382469356,0.16911451759441617,0.33551139563950433
ZNF138_ZNF728,ZNF138,ZNF728,0,0,0,-0.3252609548027707,0.3252609548027707,0.10687483656140682,0.03982188748426454,0.16457572869049572
XKR7_XKR8,XKR7,XKR8,0,0,0,0.0763306609431549,0.0763306609431549,0.18133918019553708,0.14343585979317086,-0.10764284193434151
ACTL7B_ACTRT3,ACTL7B,ACTRT3,0,0,0,0.0721657860281286,0.0721657860281286,0.07527822922383044,0.07220265006213827,-0.014593399800184934
ANO2_ANO3,ANO2,ANO3,0,0,0,-0.0953302034322739,0.0953302034322739,0.07816477853762038,0.016790143068173283,-0.007517467352877217
HSPA2_HSPA8,HSPA2,HSPA8,0,0,0,0.2393168849658247,0.2393168849658247,0.6332367074050742,0.08784712101602783,0.06742506798525856
ZNF550_ZNF599,ZNF550,ZNF599,0,0,0,-0.0674437367230358,0.0674437367230358,0.14099318266171043,0.041918107446384176,0.3397323739543612
IL17RA_IL17RB,IL17RA,IL17RB,0,0,0,0.0984321364607815,0.0984321364607815,0.055049236434690126,0.044920966538092154,-0.01571556264401165
CTNND2_PKP4,CTNND2,PKP4,0,0,0,0.1211062230937281,0.1211062230937281,0.025829207658571097,0.0031668454497407726,0.11567706204185617
BICRA_BICRAL,BICRA,BICRAL,0,0,0,-0.2231149362954989,0.2231149362954989,0.08887877567520498,0.00984512358517838,0.395738550601003
LBX1_TLX1,LBX1,TLX1,0,0,0,-0.0201400617407899,0.0201400617407899,0.05302181048975264,0.007061589451226224,0.27055156478865233
SH3GL1_SH3GL2,SH3GL1,SH3GL2,0,0,0,-0.1834240456441243,0.1834240456441243,0.1969187249347744,0.07307208020136474,0.026841796250965957
RAB15_RASEF,RAB15,RASEF,0,0,0,-0.1898666176080155,0.1898666176080155,0.08581500646324093,0.03811338707264262,0.3729503914635127
CELF1_CELF4,CELF1,CELF4,0,0,0,0.130431466973652,0.130431466973652,0.17773410544589857,0.026295693729036278,0.32707608783240955
CLEC1A_OLR1,CLEC1A,OLR1,0,0,0,-0.0249610822101263,0.0249610822101263,0.058288691448433974,0.023201890818194366,0.10975670511083654
SYT3_SYT9,SYT3,SYT9,0,0,0,0.1101107005857655,0.1101107005857655,0.09124766066230815,0.035922400295194265,0.1562969940482765
NR1I2_RARG,NR1I2,RARG,0,0,0,-0.0192207771230987,0.0192207771230987,0.02512939896013816,0.010413033315599854,-0.0374576770466267
PRSS12_SSC4D,PRSS12,SSC4D,0,0,0,-0.1253271461953693,0.1253271461953693,0.08446953579783423,0.030424327712436115,0.06569401956070192
ABCA5_ABCA9,ABCA5,ABCA9,0,0,0,0.113652830215902,0.113652830215902,0.08029484010684859,0.03835257669328111,0.15624803107315988
