,SequencingID,ModelID,ModelConditionID,IsDefaultEntryForModel,IsDefaultEntryForMC,MSIScore,LoHFraction,WGD,CIN,Ploidy,Aneuploidy
0,CDS-00Nrci,ACH-000839,MC-000839-krru,Yes,Yes,3.68,0.107442983578596,1.0,0.502634318247591,3.15829106158172,20.0
1,CDS-051xn7,ACH-000041,MC-000041-uPBf,Yes,Yes,2.21,0.130088744871113,1.0,0.523865467657356,3.23608901214141,19.0
2,CDS-099jzP,ACH-002046,MC-002046-oaX8,Yes,Yes,2.87,0.222341737599453,1.0,0.679771894583716,3.32671456873659,30.0
3,CDS-0A4mDu,ACH-002048,MC-002048-52d6,Yes,Yes,2.48,,,,,
4,CDS-0Eax8o,ACH-000042,MC-000042-eOnX,Yes,Yes,2.07,,,,,
5,CDS-0Fwtih,ACH-002433,MC-002433-iccX,No,No,2.39,0.424911003269535,1.0,0.665781043598669,2.90303287000438,22.0
6,CDS-0GB1gy,ACH-001669,MC-001669-PygV,Yes,Yes,66.49,0.0616815500528704,0.0,0.215905514507665,2.14794446417602,6.0
7,CDS-0PlxsQ,ACH-001300,MC-001300-8ioY,Yes,Yes,1.66,0.017485330570052,0.0,0.224172774117812,2.20607247427065,9.0
8,CDS-0RmKXB,ACH-001574,MC-001574-0hwo,Yes,Yes,2.66,0.0151265946796863,0.0,0.190192211514025,2.15854290039404,6.0
9,CDS-0V2XTR,ACH-000332,MC-000332-21ni,Yes,Yes,2.96,0.250913618145005,1.0,0.722421513093282,3.6032803094274,31.0
10,CDS-0Z9yIY,ACH-000832,MC-000832-CjpT,Yes,Yes,1.28,,,,,
11,CDS-0b4jFH,ACH-001147,MC-001147-WkLI,Yes,Yes,4.76,0.209899584571484,0.0,0.352976423929394,2.14551722782478,7.0
12,CDS-0bV15m,ACH-002074,MC-002074-ehWg,Yes,Yes,2.19,0.438501956793133,1.0,0.569840073880441,2.62598133770953,27.0
13,CDS-0e3PRe,ACH-001111,MC-001111-jbYD,Yes,Yes,2.39,0.0344723957661105,1.0,0.467391023694339,3.62921239223873,28.0
14,CDS-0ewUnk,ACH-001057,MC-001057-AskH,Yes,Yes,2.49,0.0737484269152537,0.0,0.215783016038533,2.08879456905962,6.0
15,CDS-0fxylD,ACH-001691,MC-001691-0y4G,Yes,Yes,2.66,,,,,
16,CDS-0mhWCL,ACH-000281,MC-000281-dV9B,Yes,Yes,3.09,0.211529663481071,1.0,0.633385424148328,3.46527167416162,23.0
17,CDS-0q5dcO,ACH-002922,MC-002922-66Xg,Yes,Yes,2.0,0.196946151212414,1.0,0.524800517850251,3.89855430795317,15.0
18,CDS-0rmD1k,ACH-000699,MC-000699-iHwM,Yes,Yes,2.68,,,,,
19,CDS-0sdrSB,ACH-000943,MC-000943-VfLa,Yes,Yes,90.46,0.0100110765574463,1.0,0.179433387629839,4.50499849667952,36.0
20,CDS-0yFGAM,ACH-002471,MC-002471-uRkn,Yes,Yes,2.23,,,,,
21,CDS-17DYXO,ACH-002490,MC-002490-4KoT,Yes,Yes,2.62,0.464890455613473,1.0,0.698414166399167,2.57106257711586,26.0
22,CDS-17moNf,ACH-000005,MC-000005-Aycs,Yes,Yes,0.87,0.339925462995404,1.0,0.48491703423138,2.82663314964444,20.0
23,CDS-1G47Qx,ACH-002789,MC-002789-mav3,Yes,Yes,2.47,0.0101985461344498,1.0,0.465130074960759,3.67094962638942,19.0
24,CDS-1GlvFn,ACH-001684,MC-001684-y8aL,Yes,Yes,2.21,0.0104021816241977,0.0,0.0713914912304369,2.05304628841582,2.0
25,CDS-1Itb18,ACH-003101,MC-003101-6WpP,Yes,Yes,2.15,0.0216371971647654,0.0,0.0617477138695421,2.313866915953,1.0
26,CDS-1LuQ9S,ACH-000833,MC-000833-KaSb,Yes,Yes,2.08,0.0769625824029473,1.0,0.550358258969594,3.61520907455303,29.0
27,CDS-1PU0Lo,ACH-002675,MC-002675-q6w0,Yes,Yes,2.33,0.0347067611848414,0.0,0.456529980388166,2.70269104038885,18.0
28,CDS-1RwlQp,ACH-000811,MC-000811-kbFV,Yes,Yes,24.59,,,,,
29,CDS-1UJEpC,ACH-000473,MC-000473-MpEw,Yes,Yes,1.21,,,,,
30,CDS-1YwLXW,ACH-000035,MC-000035-aT3G,Yes,Yes,0.7,0.629599226985043,1.0,0.516663963695035,2.19511315282739,9.0
31,CDS-1Zvqir,ACH-001949,MC-001949-eXWn,Yes,Yes,2.31,,,,,
32,CDS-1jy326,ACH-001509,MC-001509-3x7y,Yes,Yes,1.78,0.0475369939683234,1.0,0.52892192000977,3.71701228944231,28.0
33,CDS-1msa9a,ACH-002800,MC-002800-SZpV,Yes,Yes,2.38,0.324558554086243,1.0,0.711777850552209,3.90089822792482,24.0
34,CDS-1pLoxn,ACH-000001,MC-000001-ztiA,Yes,Yes,1.67,0.173789349894003,1.0,0.649593858251448,3.80648817322323,23.0
35,CDS-1tmwd7,ACH-000967,MC-000967-ncE2,Yes,Yes,90.86,,,,,
36,CDS-1ylR0Q,ACH-003064,MC-003064-tV5G,Yes,Yes,1.38,1.09308714489574e-06,0.0,1.09370713300338e-06,2.00017490864541,0.0
37,CDS-26WgZA,ACH-000494,MC-000494-s2Mp,Yes,Yes,1.76,0.0138187802392662,0.0,0.0149281694631304,1.99700882522009,0.0
38,CDS-26ox1m,ACH-000324,MC-000324-UzZP,Yes,Yes,2.83,,,,,
39,CDS-2AAbG2,ACH-000784,MC-000784-8ktU,Yes,Yes,2.07,0.511337178974751,1.0,0.681036609460937,2.97286368105331,20.0
40,CDS-2DkVpG,ACH-000250,MC-000250-3qw8,Yes,Yes,2.95,0.268534659769485,1.0,0.618428085102485,3.25052134037945,26.0
41,CDS-2I6NbU,ACH-001696,MC-001696-AgNq,Yes,Yes,2.55,0.233716197468687,1.0,0.669698902803956,3.10240175918314,24.0
42,CDS-2IEUk7,ACH-003283,MC-003283-tgtg,Yes,Yes,1.85,0.000896358049832767,0.0,0.000896372773258433,1.99914594951048,0.0
43,CDS-2ImP2e,ACH-000780,MC-000780-3uGU,Yes,Yes,0.65,,,,,
44,CDS-2M3DCp,ACH-000493,MC-000493-GcWi,Yes,Yes,1.64,0.175172178229395,1.0,0.819957685568947,4.45366813618149,23.0
45,CDS-2MP2sK,ACH-000822,MC-000822-5No9,Yes,Yes,1.66,,,,,
46,CDS-2NyBks,ACH-000735,MC-000735-pw8K,Yes,Yes,2.08,0.242463466942001,0.0,0.399640126696893,2.17943486578167,10.0
47,CDS-2R59ED,ACH-002035,MC-002035-O8Pm,Yes,Yes,2.38,0.352123238250431,1.0,0.690101292839052,2.67840330838277,25.0
48,CDS-2USslP,ACH-000028,MC-000028-upIc,Yes,Yes,2.29,,,,,
49,CDS-2Ww8hQ,ACH-000361,MC-000361-QZ7V,Yes,Yes,0.87,0.25204949316948,1.0,0.749941700599502,4.61908824727153,25.0
50,CDS-2YtzZh,ACH-001398,MC-001398-XBHi,Yes,Yes,2.65,0.319049159894401,1.0,0.484828962549768,3.03395633328881,13.0
51,CDS-2fOoV8,ACH-000535,MC-000535-t4WG,Yes,Yes,2.17,0.302329582305479,1.0,0.757832212776524,3.99761446899011,34.0
52,CDS-2lH5fJ,ACH-000117,MC-000117-Onfr,Yes,Yes,2.17,0.280133473677046,1.0,0.614002473060986,3.51446755689069,31.0
53,CDS-2lvHL9,ACH-000378,MC-000378-GwDw,Yes,Yes,1.99,0.323887473479145,1.0,0.741937347275692,3.43764761958485,18.0
54,CDS-2q4B3f,ACH-001814,MC-001814-L7qi,Yes,Yes,2.49,0.262480062512918,1.0,0.635681544199994,3.43260433731478,20.0
55,CDS-2qfMjx,ACH-000616,MC-000616-6kI7,Yes,Yes,0.72,,,,,
56,CDS-2rrAkt,ACH-000525,MC-000525-BRBs,Yes,Yes,0.8,0.474598175976167,0.0,0.598909746053575,1.90307065915482,14.0
57,CDS-2s2SzB,ACH-000950,MC-000950-Pk7o,Yes,Yes,88.59,,,,,
58,CDS-2spHhc,ACH-000682,MC-000682-aHK7,Yes,Yes,2.26,0.259611344676743,1.0,0.692422434320755,3.91066451235178,24.0
59,CDS-2uvoSr,ACH-001393,MC-001393-GjYg,Yes,Yes,2.89,,,,,
60,CDS-2vfyOU,ACH-000233,MC-000233-Fszn,Yes,Yes,1.73,0.0174250355118321,1.0,0.362605902570714,3.41738516381196,15.0
61,CDS-2wilEK,ACH-000653,MC-000653-aEuc,Yes,Yes,2.33,0.288970989685044,1.0,0.633802919605561,2.99435457462895,22.0
62,CDS-32fwy5,ACH-000913,MC-000913-p0yT,Yes,Yes,0.62,,,,,
63,CDS-33VJNz,ACH-002689,MC-002689-00Y3,Yes,Yes,1.44,0.465483934619242,1.0,0.695818739129901,2.72972266932448,30.0
64,CDS-3AMKPR,ACH-000510,MC-000510-vWgo,Yes,Yes,1.09,0.421248516785279,1.0,0.769020754322578,3.35949366229628,22.0
65,CDS-3BKXXM,ACH-000483,MC-000483-toXy,Yes,Yes,2.2,0.196987499929048,1.0,0.530742153436723,3.38417690348608,19.0
66,CDS-3Cm1Jj,ACH-001210,MC-001210-DeSa,Yes,Yes,2.72,0.0242537357464543,0.0,0.126913324055698,2.18145714348737,2.0
67,CDS-3DB1g0,ACH-000479,MC-000479-6qKr,Yes,Yes,2.07,,,,,
68,CDS-3GXpnB,ACH-000438,MC-000438-97t0,Yes,Yes,2.86,,,,,
69,CDS-3PJHur,ACH-001430,MC-001430-Lr6c,Yes,Yes,2.0,0.175281723556808,0.0,0.502733830803149,2.37806305386851,14.0
70,CDS-3gbjKz,ACH-000093,MC-000093-IB96,No,No,1.94,,,,,
71,CDS-3t64n0,ACH-000869,MC-000869-u5uo,Yes,Yes,2.42,0.348271838953203,1.0,0.715871703163449,4.39862267667668,36.0
72,CDS-3uTvmK,ACH-000486,MC-000486-zsD2,Yes,Yes,2.15,0.0603225592175003,1.0,0.392658479084384,3.45785688048332,14.0
73,CDS-3v5nda,ACH-000856,MC-000856-lEgX,Yes,Yes,53.99,,,,,
74,CDS-43H35O,ACH-000344,MC-000344-SRpi,Yes,Yes,3.03,0.573549230303436,1.0,0.4906439961454,2.95979656968492,32.0
75,CDS-43YfWP,ACH-001677,MC-001677-OSee,Yes,Yes,2.14,0.231356042182366,0.0,0.307903231223378,2.13135607205761,5.0
76,CDS-48CMyB,ACH-000054,MC-000054-JG3n,Yes,Yes,2.07,0.00177104767016567,0.0,0.0538216344905667,2.04758822960288,1.0
77,CDS-4AwOzY,ACH-001307,MC-001307-ZUMW,Yes,Yes,2.37,0.287302278546677,1.0,0.680331808846134,4.43590437506177,25.0
78,CDS-4Cpekc,ACH-000955,MC-000955-q7cl,Yes,Yes,88.91,,,,,
79,CDS-4HRt8q,ACH-000981,MC-000981-VgEW,Yes,Yes,56.48,,,,,
80,CDS-4ONXNE,ACH-000669,MC-000669-MVxi,Yes,Yes,1.09,0.347980716675193,1.0,0.747270384688124,3.10357351095679,21.0
81,CDS-4SEjDV,ACH-000537,MC-000537-uVHC,Yes,Yes,2.41,0.324545536191814,1.0,0.540840153218821,2.36291830398538,15.0
82,CDS-4dDCeG,ACH-000232,MC-000232-q940,Yes,Yes,1.53,0.262951028983455,1.0,0.608446944115124,2.9060601556767,17.0
83,CDS-4kWant,ACH-002531,MC-002531-OoyZ,Yes,Yes,2.56,,,,,
84,CDS-4lgpXF,ACH-001492,MC-001492-4vwy,Yes,Yes,2.14,0.0192383071452373,0.0,0.108936692027689,2.09811504940349,6.0
85,CDS-4r801f,ACH-000817,MC-000817-xdTH,Yes,Yes,2.9,0.385032070863905,1.0,0.69268689133826,2.98653211513889,26.0
86,CDS-51LzzR,ACH-002669,MC-002669-Ivra,Yes,Yes,2.24,,,,,
87,CDS-52aoJ0,ACH-000693,MC-000693-vUEr,Yes,Yes,1.92,0.481143409088302,1.0,0.707470748354898,2.84521289245839,25.0
88,CDS-53lmHz,ACH-001547,MC-001547-7JIQ,Yes,Yes,1.86,0.110165024202462,1.0,0.143602051444925,4.0774367042515,3.0
89,CDS-559hUY,ACH-002801,MC-002801-Dhlv,Yes,Yes,2.11,,,,,
90,CDS-5BCppI,ACH-000420,MC-000420-FBvj,Yes,Yes,1.4,0.233458259625705,0.0,0.633665808292152,2.51067663905147,29.0
91,CDS-5DPR3V,ACH-000814,MC-000814-sJb7,Yes,Yes,2.03,0.116918452015685,1.0,0.334140888932616,4.21068456523286,12.0
92,CDS-5JYhqZ,ACH-000280,MC-000280-pNNC,Yes,Yes,2.76,0.28591907296643,1.0,0.581240465465164,3.19984291336786,21.0
93,CDS-5KPLaO,ACH-000403,MC-000403-3khV,Yes,Yes,1.17,0.27875309484318,1.0,0.656434449088003,3.07665630846565,23.0
94,CDS-5Kb44c,ACH-002785,MC-002785-qo9e,Yes,Yes,3.36,0.424140435273012,1.0,0.730603826984102,3.04517364267148,26.0
95,CDS-5NAFSx,ACH-000376,MC-000376-mBf3,Yes,Yes,1.06,0.156780672710525,1.0,0.376426991814151,3.30857456878699,14.0
96,CDS-5NPFNF,ACH-002002,MC-002002-GZA1,Yes,Yes,2.49,0.332093500341439,1.0,0.549177775808889,2.77938134895794,14.0
97,CDS-5P6nT1,ACH-001428,MC-001428-h8A5,Yes,Yes,2.21,0.685352736287413,1.0,0.332822594506152,2.56520346050773,34.0
98,CDS-5VcBUG,ACH-000061,MC-000061-Jp3F,Yes,Yes,2.27,0.105114568104579,0.0,0.248935562865297,2.3276312964609,5.0
99,CDS-5WodNR,ACH-000907,MC-000907-PqcI,Yes,Yes,54.66,0.0335563361504774,1.0,0.440603063355999,3.31352295015531,15.0
100,CDS-5YhUsk,ACH-001683,MC-001683-bWTi,Yes,Yes,2.2,,,,,
101,CDS-5aIbmX,ACH-001278,MC-001278-XOlL,Yes,Yes,1.73,0.0219614907010549,0.0,0.0299446279547726,2.11013093130411,0.0
102,CDS-5eMbJ7,ACH-000694,MC-000694-gObM,Yes,Yes,2.58,0.393368538353704,1.0,0.652599740831924,3.60518950755911,27.0
103,CDS-5pxach,ACH-002687,MC-002687-ZGER,Yes,Yes,2.09,0.15159072390408,1.0,0.475204071118305,3.20392918055425,16.0
104,CDS-5r1fua,ACH-000703,MC-000703-mnrW,Yes,Yes,1.27,0.323446621121308,1.0,0.524705462033544,3.57832470532585,19.0
105,CDS-5vtea4,ACH-001560,MC-001560-l8bg,Yes,Yes,1.84,0.235218392465601,1.0,0.763700376574185,4.90358964226854,33.0
106,CDS-5xnEtM,ACH-003191,MC-003191-gctw,Yes,Yes,2.2,,,,,
107,CDS-5zJjfk,ACH-000654,MC-000654-PqYC,Yes,Yes,4.77,0.0770035154342484,0.0,0.120103664755938,2.03015916580774,4.0
108,CDS-694ipX,ACH-002847,MC-002847-b2Oj,Yes,Yes,1.93,0.112676160488773,1.0,0.585692754345638,4.03008714357572,30.0
109,CDS-6Ck9Ea,ACH-000249,MC-000249-ZFHF,Yes,Yes,2.66,0.21560501621961,0.0,0.290440636379685,2.01858921802418,8.0
110,CDS-6FlATO,ACH-001993,MC-001993-EcIk,Yes,Yes,2.71,0.714156289369698,1.0,0.0820695876555873,3.37075499713725,4.0
111,CDS-6IjBkB,ACH-001205,MC-001205-p2QQ,Yes,Yes,2.92,0.011449635778805,0.0,0.109429225366567,2.54941108060025,39.0
112,CDS-6JCzH1,ACH-000076,MC-000076-het0,Yes,Yes,3.45,0.757794877433139,1.0,0.280899120503041,2.39995123569698,9.0
113,CDS-6JPZnX,ACH-001096,MC-001096-5RIV,Yes,Yes,2.25,0.0359552318244544,0.0,0.138735202593006,2.28460949593156,4.0
114,CDS-6OY7oH,ACH-003183,MC-003183-dkwm,Yes,Yes,2.27,,,,,
115,CDS-6Rxrv4,ACH-002925,MC-002925-yAya,Yes,Yes,2.3,0.0574206506839114,1.0,0.636606580030076,3.772738676395,24.0
116,CDS-6TdVoM,ACH-000827,MC-000827-fiMz,Yes,Yes,2.25,0.114799515603351,1.0,0.309155430627734,4.73883310370438,39.0
117,CDS-6VInYi,ACH-002038,MC-002038-lXCp,Yes,Yes,3.94,0.366741958825718,1.0,0.840944729083091,4.469202862625,27.0
118,CDS-6gQTeC,ACH-002716,MC-002716-JXsE,Yes,Yes,3.15,0.0641474683424678,0.0,0.166507520167223,2.34962365493548,4.0
119,CDS-6jkA15,ACH-000086,MC-000086-pkVs,Yes,Yes,2.25,0.603468386703046,1.0,0.575136505558627,4.02285596825737,22.0
120,CDS-6lnbjM,ACH-000871,MC-000871-aeyP,Yes,Yes,0.92,0.194700496309982,1.0,0.687543127359462,4.4640847526213,32.0
121,CDS-6nSZ7J,ACH-000681,MC-000681-VvEX,Yes,Yes,0.42,0.25808754354338,1.0,0.497971275746134,2.90674308060044,15.0
122,CDS-6qJv6O,ACH-002946,MC-002946-4pvi,Yes,Yes,2.36,0.0887815542756917,0.0,0.152728044343144,2.28270273372808,5.0
123,CDS-6qT304,ACH-000704,MC-000704-KA9i,Yes,Yes,1.67,0.0871601337338562,1.0,0.688950156347315,4.02267144744237,25.0
124,CDS-6suEtf,ACH-002005,MC-002005-AENg,Yes,Yes,2.38,0.393073208351456,1.0,0.7765876955001,4.69936747555049,29.0
125,CDS-753lzg,ACH-000195,MC-000195-S7vt,Yes,Yes,2.78,,,,,
126,CDS-7Eha3A,ACH-000530,MC-000530-vUsT,Yes,Yes,1.46,0.302224414720914,1.0,0.609100174764176,3.05577809564965,21.0
127,CDS-7I7ZXK,ACH-001031,MC-001031-oRDI,Yes,Yes,2.67,0.0240093571803782,0.0,0.0286216094770067,2.07735122802783,1.0
128,CDS-7PUZ5y,ACH-000450,MC-000450-v6IX,Yes,Yes,3.1,,,,,
129,CDS-7UJrWv,ACH-000145,MC-000145-3ydU,No,No,0.83,,,,,
130,CDS-7aebuK,ACH-000985,MC-000985-wCMb,Yes,Yes,88.71,0.0383322711830373,1.0,0.529147383980772,3.92293150173236,24.0
131,CDS-7bBNww,ACH-000627,MC-000627-qj3B,Yes,Yes,2.46,0.314437651047337,1.0,0.58205474451528,3.25562268603608,15.0
132,CDS-7f9j2g,ACH-001106,MC-001106-BKoT,Yes,Yes,3.2,0.0147636158250605,0.0,0.0188783901625431,2.10483492083166,0.0
133,CDS-7gCVrn,ACH-002928,MC-002928-wtOE,Yes,Yes,1.12,,,,,
134,CDS-7idugy,ACH-000090,MC-000090-ycrc,Yes,Yes,0.95,0.374461154800242,1.0,0.696231609060608,3.50597883781517,29.0
135,CDS-7jtoiQ,ACH-000317,MC-000317-zFR4,Yes,Yes,2.99,,,,,
136,CDS-7kzRjg,ACH-000200,MC-000200-pE94,Yes,Yes,2.38,0.454004092644042,1.0,0.585178357120955,2.26642478430054,8.0
137,CDS-7lbdDE,ACH-000356,MC-000356-xmV6,Yes,Yes,2.26,,,,,
138,CDS-7nLbDx,ACH-000017,MC-000017-MjyQ,Yes,Yes,1.63,,,,,
139,CDS-7nWxFe,ACH-001283,MC-001283-7e8M,Yes,Yes,2.45,0.0874194933927142,0.0,0.282670470687846,2.16959826817903,10.0
140,CDS-7pGxkI,ACH-000302,MC-000302-TT0u,Yes,Yes,2.57,0.355549634966498,1.0,0.782231138763074,3.97210179352784,30.0
141,CDS-7rMl4W,ACH-000101,MC-000101-0kr1,Yes,Yes,1.47,0.0823902535861586,0.0,0.126737771783096,2.04941079313101,2.0
142,CDS-7rbqOu,ACH-000547,MC-000547-djnC,Yes,Yes,2.27,0.104535314292026,1.0,0.591539405024724,3.3936030521038,21.0
143,CDS-7vtMOA,ACH-002033,MC-002033-OLRc,Yes,Yes,2.66,0.293003396333374,0.0,0.417865197275658,1.9499166787914,10.0
144,CDS-7wtGGb,ACH-001519,MC-001519-bkMC,Yes,Yes,2.06,0.0221703108394715,0.0,0.026690450700207,2.09643861491348,0.0
145,CDS-7z20ke,ACH-000018,MC-000018-WB0V,Yes,Yes,0.69,0.233483166809459,1.0,0.655127174503411,3.75756554436214,26.0
146,CDS-82ZkGF,ACH-000601,MC-000601-0XfO,Yes,Yes,1.63,,,,,
147,CDS-85xT00,ACH-001953,MC-001953-TfUH,Yes,Yes,1.95,0.284000351665938,1.0,0.80569872739343,4.16205203712434,30.0
148,CDS-87tNCc,ACH-001974,MC-001974-tLY8,Yes,Yes,1.67,0.185149318051587,1.0,0.658467386771056,4.12763302104271,35.0
149,CDS-884F1d,ACH-000796,MC-000796-MvBN,Yes,Yes,2.32,0.0694513152256045,1.0,0.743286993369044,4.782316205654,31.0
150,CDS-88C6Qs,ACH-003308,MC-003308-8rr6,Yes,Yes,3.93,0.0232942510412111,1.0,0.214167995623991,4.19549618653524,10.0
151,CDS-88l3Yw,ACH-000203,MC-000203-Ylfj,Yes,Yes,2.45,0.0351241183884863,0.0,0.0824312243402793,2.33116662618421,2.0
152,CDS-899Iuu,ACH-000217,MC-000217-WAHm,Yes,Yes,1.71,0.277433168764038,1.0,0.596231574198219,3.43193291851279,18.0
153,CDS-8DJOd6,ACH-001508,MC-001508-tAH6,Yes,Yes,2.21,0.235245992008002,1.0,0.576697896784631,3.36671447606012,23.0
154,CDS-8EjSn1,ACH-000307,MC-000307-COGw,Yes,Yes,2.81,0.247362297218268,1.0,0.585653077038787,3.30976762148819,30.0
155,CDS-8Emdjt,ACH-000776,MC-000776-YERh,Yes,Yes,1.43,,,,,
156,CDS-8Is9nq,ACH-000662,MC-000662-xLOJ,Yes,Yes,2.18,0.399005798905235,1.0,0.633241565665585,3.48046585529523,13.0
157,CDS-8PcHcT,ACH-000075,MC-000075-5KSA,Yes,Yes,0.73,,,,,
158,CDS-8Q0sx2,ACH-000901,MC-000901-p7dg,Yes,Yes,4.0,,,,,
159,CDS-8SnzXI,ACH-002062,MC-002062-owy3,Yes,Yes,2.35,0.0438100502920015,1.0,0.544551567782403,3.68878116293286,23.0
160,CDS-8Ut3sT,ACH-000632,MC-000632-Khm1,Yes,Yes,1.14,0.397537905819279,1.0,0.525584599242462,2.7560730014913,17.0
161,CDS-8XUdse,ACH-000077,MC-000077-BZeg,Yes,Yes,2.36,0.00289003256050143,0.0,0.0309510232144463,2.02662085099226,1.0
162,CDS-8Xoju3,ACH-000709,MC-000709-QsXL,Yes,Yes,2.0,0.0909567741802513,0.0,0.49305777225199,2.6957748224918,22.0
163,CDS-8ZQQ9E,ACH-000552,MC-000552-bdsQ,Yes,Yes,1.3,0.0458478309784334,1.0,0.434574485494368,3.31412508314543,19.0
164,CDS-8aIKcV,ACH-002291,MC-002291-NqNs,Yes,Yes,2.36,0.348135196566199,1.0,0.619049753006731,2.72790889460746,23.0
165,CDS-8g0aUm,ACH-000678,MC-000678-5gY7,Yes,Yes,2.53,0.583988930750704,1.0,0.722934837503854,3.35378903467104,20.0
166,CDS-8lL09I,ACH-000362,MC-000362-z9Q8,Yes,Yes,3.06,0.00311218128119744,0.0,0.187370130533449,2.26349880015826,9.0
167,CDS-8mQP36,ACH-003189,MC-003189-aahm,Yes,Yes,1.85,0.221537595746567,0.0,0.359314795517303,1.96079148120813,12.0
168,CDS-8o5thq,ACH-000500,MC-000500-AuBV,Yes,Yes,2.24,,,,,
169,CDS-8t7gJf,ACH-000659,MC-000659-KBx4,Yes,Yes,1.29,,,,,
170,CDS-8uAIqh,ACH-003590,MC-003590-l2c4,Yes,Yes,2.78,0.0318860406786407,0.0,0.0940962895155971,2.06251821514895,3.0
171,CDS-8vppx0,ACH-000729,MC-000729-TQUb,Yes,Yes,2.75,,,,,
172,CDS-9131qh,ACH-002214,MC-002214-vqKT,No,No,2.29,,,,,
173,CDS-91KD5L,ACH-000039,MC-000039-iKfU,Yes,Yes,2.22,0.207749858413021,0.0,0.318093338727325,2.33810722821164,9.0
174,CDS-94qDmz,ACH-001054,MC-001054-Azxo,Yes,Yes,1.79,0.134666976725789,1.0,0.386195857633936,3.60845993102055,33.0
175,CDS-964VoM,ACH-000674,MC-000674-nmJ4,Yes,Yes,1.74,0.0788613312424775,1.0,0.460828990901016,4.02369155192918,38.0
176,CDS-97itUV,ACH-000399,MC-000399-D5lM,Yes,Yes,0.59,,,,,
177,CDS-9B4nuX,ACH-000244,MC-000244-nPup,Yes,Yes,2.0,0.112776763251901,0.0,0.20848528516281,2.01583320790759,8.0
178,CDS-9Eiozi,ACH-000207,MC-000207-S7uy,Yes,Yes,1.16,0.332374778794749,1.0,0.710577070622066,3.11582817948935,21.0
179,CDS-9M8lVq,ACH-000319,MC-000319-XYA6,Yes,Yes,2.23,0.388913357984032,1.0,0.677437097361816,2.41022750500601,14.0
180,CDS-9RwNtB,ACH-002654,MC-002654-HZBL,Yes,Yes,2.18,0.288503972396045,1.0,0.771764689496921,3.98781541930844,23.0
181,CDS-9YXw0w,ACH-001274,MC-001274-gpFs,Yes,Yes,1.42,,,,,
182,CDS-9YtCAI,ACH-000085,MC-000085-DjQm,Yes,Yes,2.86,0.433911672883455,1.0,0.715653048115695,2.87430888230676,25.0
183,CDS-9bsaeH,ACH-002036,MC-002036-zaQ6,Yes,Yes,2.75,0.331694712216626,1.0,0.666578447237592,3.31915623150296,25.0
184,CDS-9dGLw6,ACH-000514,MC-000514-fd1i,Yes,Yes,0.84,0.231855032648796,1.0,0.678522350462189,2.94981440244904,23.0
185,CDS-9fHqHj,ACH-000673,MC-000673-RSQe,Yes,Yes,2.58,0.29702144131115,1.0,0.768532136403799,4.08449089960892,26.0
186,CDS-9fpfeU,ACH-001099,MC-001099-jclT,Yes,Yes,2.29,0.0223639652248165,0.0,0.0279740219543262,2.1064819243758,0.0
187,CDS-9gkQ2v,ACH-000127,MC-000127-8tHu,Yes,Yes,1.95,0.393247254999809,1.0,0.668651398142552,4.17234132479023,16.0
188,CDS-9iOPXS,ACH-002458,MC-002458-LNX9,Yes,Yes,2.17,,,,,
189,CDS-9sFKTe,ACH-000958,MC-000958-a8u0,Yes,Yes,84.58,,,,,
190,CDS-9tn3ts,ACH-000713,MC-000713-Mfxo,Yes,Yes,1.5,,,,,
191,CDS-9xMKD2,ACH-000799,MC-000799-Fdo9,Yes,Yes,2.31,0.450737866564165,1.0,0.636970647509241,2.62848358135867,25.0
192,CDS-A2DYy4,ACH-001164,MC-001164-hJ78,Yes,Yes,1.88,0.00566716250331161,0.0,0.0118031536733753,2.04751770586786,0.0
193,CDS-A5Gt5a,ACH-002040,MC-002040-Vllp,Yes,Yes,3.36,0.404324032518246,1.0,0.689745995720645,2.99825088106672,22.0
194,CDS-A5hBXl,ACH-000331,MC-000331-G7HH,Yes,Yes,1.87,0.247792897531058,1.0,0.401984674878142,3.88835002058773,8.0
195,CDS-A8megR,ACH-000435,MC-000435-eQbb,Yes,Yes,3.01,0.254750628922946,1.0,0.696130968139573,3.68901389848149,28.0
196,CDS-ADN4WV,ACH-001075,MC-001075-R1R4,Yes,Yes,4.02,0.0733774295806316,0.0,0.21159633775923,2.16571745583424,8.0
197,CDS-AEa8F3,ACH-000142,MC-000142-E7OD,Yes,Yes,2.19,0.156391694653891,1.0,0.57553033337191,3.01742734847423,21.0
198,CDS-AHsEp4,ACH-000843,MC-000843-58wh,Yes,Yes,1.98,0.349049561192266,1.0,0.666139788235504,2.96023900914156,21.0
199,CDS-AItAZD,ACH-001196,MC-001196-NGMx,Yes,Yes,1.99,0.266608807666088,1.0,0.700741437507681,3.09475865050085,26.0
200,CDS-ALPE34,ACH-000551,MC-000551-DKoh,Yes,Yes,2.53,,,,,
201,CDS-AM22Bz,ACH-000975,MC-000975-PUD5,Yes,Yes,1.98,0.182084154436088,1.0,0.757130783952005,3.90257485735857,26.0
202,CDS-AQpAIt,ACH-001533,MC-001533-SowA,Yes,Yes,1.69,,,,,
203,CDS-ASprHn,ACH-000971,MC-000971-cQQl,Yes,Yes,89.11,,,,,
