,SequencingID,ModelID,ModelConditionID,IsDefaultEntryForModel,IsDefaultEntryForMC,MSIScore,LoHFraction,WGD,CIN,Ploidy,Aneuploidy
915,CDS-oc72ul,ACH-002672,MC-002672-Fu2o,Yes,Yes,2.24,,,,,
916,CDS-oj3EVV,ACH-000522,MC-000522-7Rt7,Yes,Yes,3.04,0.372525392069885,1.0,0.785431990868863,3.60613156728619,25.0
917,CDS-oj4QCQ,ACH-000098,MC-000098-U59c,Yes,Yes,1.73,0.231707001790604,1.0,0.577598281024094,3.13346471741056,22.0
918,CDS-omE9px,ACH-000074,MC-000074-OKtM,Yes,Yes,3.09,0.549340495612232,1.0,0.47833971438596,2.59320528276141,28.0
919,CDS-oqGF9S,ACH-001647,MC-001647-cFRC,Yes,Yes,2.97,0.068305876518174,0.0,0.140657573939646,2.00404366306318,7.0
920,CDS-ovDo8V,ACH-000890,MC-000890-cbjX,Yes,Yes,1.32,0.437524274709173,1.0,0.684942328530878,2.9776840528728,21.0
921,CDS-p31XeD,ACH-002026,MC-002026-8SXM,Yes,Yes,82.27,0.0130992983645924,0.0,0.019721319086289,2.08840622631686,0.0
922,CDS-p4t0h5,ACH-003313,MC-003313-987y,Yes,Yes,2.14,0.0355216298871315,1.0,0.42903214401802,3.5084984712931,29.0
923,CDS-p69aRs,ACH-000005,MC-000005-Aycs,No,No,1.58,0.365060099475715,1.0,0.506771704972155,2.83432722458689,20.0
924,CDS-p8hyX4,ACH-000698,MC-000698-61V3,Yes,Yes,0.83,0.426060429726229,1.0,0.761917674276137,3.09728798693812,26.0
925,CDS-p9Aqyv,ACH-002834,MC-002834-mbYE,Yes,Yes,2.44,,,,,
926,CDS-p9GlC3,ACH-000988,MC-000988-YnfA,Yes,Yes,81.65,0.010586814588013,0.0,0.0157955610261442,2.11981205525297,0.0
927,CDS-pEmGRW,ACH-001502,MC-001502-YixM,Yes,Yes,1.85,0.378712572790838,1.0,0.720428679727658,2.67540879415052,19.0
928,CDS-pLQtQD,ACH-002039,MC-002039-BOZb,Yes,Yes,2.42,0.307452739823512,1.0,0.65212371473357,4.08446991620097,20.0
929,CDS-pN0k0B,ACH-001280,MC-001280-e88r,Yes,Yes,2.01,0.0381512283673488,1.0,0.425676076480182,3.73664784335845,32.0
930,CDS-pUce5S,ACH-002708,MC-002708-tPxj,Yes,Yes,2.13,0.197613156604551,1.0,0.441955445194969,3.73183039621796,15.0
931,CDS-pVpJ0V,ACH-000867,MC-000867-HGDX,Yes,Yes,1.23,0.497954631989559,1.0,0.717964923689289,2.27552829601925,15.0
932,CDS-pWZG4s,ACH-000145,MC-000145-3ydU,Yes,Yes,2.01,0.129340283461395,1.0,0.430795904769242,3.33728261577879,18.0
933,CDS-pbvUNa,ACH-000618,MC-000618-7qcd,Yes,Yes,3.25,,,,,
934,CDS-pjd4ez,ACH-002021,MC-002021-cfQQ,Yes,Yes,3.01,0.0639536843813679,1.0,0.510852005949824,3.78596047578659,26.0
935,CDS-pouIEM,ACH-000263,MC-000263-MxQI,Yes,Yes,2.97,0.0893608118283276,0.0,0.176013837127443,2.12015834343469,6.0
936,CDS-psEwXW,ACH-000721,MC-000721-QnhE,Yes,Yes,3.59,,,,,
937,CDS-pspNEA,ACH-002464,MC-002464-Ywbh,Yes,Yes,1.68,0.0100864319796433,0.0,0.0988730210374257,2.19581300224967,3.0
938,CDS-pszEOi,ACH-000810,MC-000810-vJi3,Yes,Yes,1.07,0.0943410772557258,1.0,0.633897668652471,3.74090601530416,24.0
939,CDS-puq7oN,ACH-000758,MC-000758-1YGh,Yes,Yes,1.65,0.414761985039333,1.0,0.680998172992205,4.90148439159041,37.0
940,CDS-puq9Jo,ACH-002693,MC-002693-Sw2e,Yes,Yes,2.18,,,,,
941,CDS-pxpnTM,ACH-002677,MC-002677-Kddq,Yes,Yes,2.51,0.0329920619539237,0.0,0.100237912291079,2.04364472839038,4.0
942,CDS-pykMyH,ACH-000129,MC-000129-5G4s,Yes,Yes,1.15,0.132904994872094,1.0,0.56773790802214,4.01105093756254,29.0
943,CDS-q3z7Os,ACH-000647,MC-000647-597q,Yes,Yes,1.51,0.284927824881362,1.0,0.718351695880356,2.88698432602105,24.0
944,CDS-q4czwx,ACH-000880,MC-000880-8KRb,Yes,Yes,1.87,0.129832069873412,0.0,0.262884072752915,2.18578350571514,6.0
945,CDS-q5PygD,ACH-000163,MC-000163-SnsT,Yes,Yes,0.9,0.160076586621383,1.0,0.582935558798247,3.72390537562504,19.0
946,CDS-qBz4o9,ACH-000463,MC-000463-0z7G,Yes,Yes,1.67,0.302445372757377,1.0,0.611982995232059,2.56528866421652,21.0
947,CDS-qDiGEI,ACH-002705,MC-002705-7Y2X,Yes,Yes,2.15,0.339270496369633,1.0,0.613778059643582,4.21050668829948,32.0
948,CDS-qFiTm3,ACH-000444,MC-000444-lwIE,Yes,Yes,2.11,0.270487207673478,1.0,0.573589861740767,2.86660902768339,22.0
949,CDS-qJ5FV2,ACH-000359,MC-000359-Xkje,Yes,Yes,2.55,0.226931491825378,1.0,0.591801511727955,3.41414808524005,23.0
950,CDS-qKHcCi,ACH-001978,MC-001978-f3Mf,Yes,Yes,1.96,,,,,
951,CDS-qQ3Csg,ACH-003071,MC-003071-5csX,Yes,Yes,4.74,0.452422787909422,1.0,0.704602271328308,3.00483852045438,23.0
952,CDS-qRMXpt,ACH-000807,MC-000807-JcJt,Yes,Yes,2.84,,,,,
953,CDS-qSQVSD,ACH-001624,MC-001624-OLI2,No,No,3.32,0.132693871234187,1.0,0.478555030294074,3.52964743778789,35.0
954,CDS-qbHB8J,ACH-002498,MC-002498-i0i3,Yes,Yes,4.08,0.254374002635729,0.0,0.537169975522291,2.46930422242161,10.0
955,CDS-qe1oKC,ACH-001436,MC-001436-7CDG,Yes,Yes,1.14,0.424323029770183,1.0,0.698782314659735,2.67671508080726,28.0
956,CDS-qeXugx,ACH-002678,MC-002678-XQSC,Yes,Yes,2.55,,,,,
957,CDS-qi9XJi,ACH-000781,MC-000781-G5rR,Yes,Yes,2.0,0.207211693013739,1.0,0.713268586124824,4.45134042414561,29.0
958,CDS-qj3U3e,ACH-001232,MC-001232-7teW,Yes,Yes,2.39,0.254695483923512,0.0,0.604519782002837,2.41234567147233,15.0
959,CDS-qjpRtt,ACH-002059,MC-002059-DNM1,Yes,Yes,64.18,0.0465711716563944,0.0,0.06113206723497,2.11797612171895,1.0
960,CDS-qlE5fU,ACH-002052,MC-002052-GfvX,Yes,Yes,3.19,0.307937888820695,1.0,0.559070511445849,3.04171972961383,17.0
961,CDS-qrbrpO,ACH-000468,MC-000468-c6hY,Yes,Yes,2.53,,,,,
962,CDS-qsDSyO,ACH-000608,MC-000608-tjzi,Yes,Yes,2.06,0.269725197641457,1.0,0.637355052490938,2.77191933177297,24.0
963,CDS-qtUoXo,ACH-001982,MC-001982-nWKb,Yes,Yes,2.21,0.251380272263816,1.0,0.676734410202754,3.53540580235613,26.0
964,CDS-qvuMu8,ACH-001366,MC-001366-orHv,Yes,Yes,3.97,0.0491614063460785,0.0,0.167041105492776,2.22051007369232,3.0
965,CDS-qxi9TK,ACH-000019,MC-000019-PiAK,Yes,Yes,2.09,0.179049173322296,1.0,0.746113404649275,4.27255827381397,20.0
966,CDS-qyMeyg,ACH-001385,MC-001385-Q4sY,Yes,Yes,1.43,0.000251092574314826,0.0,0.00111674243730567,2.00075972138123,0.0
967,CDS-qycAK1,ACH-000844,MC-000844-KhKo,Yes,Yes,1.01,0.204956389339652,1.0,0.738412190330595,3.27583039842726,27.0
968,CDS-qzOVCU,ACH-002651,MC-002651-HWTI,Yes,Yes,2.55,,,,,
969,CDS-r1ZmeP,ACH-000221,MC-000221-ha4a,Yes,Yes,2.2,0.414209065854247,1.0,0.613524918324818,2.76989034278172,24.0
970,CDS-r4athV,ACH-000837,MC-000837-xXNo,Yes,Yes,2.09,0.611766360367503,1.0,0.503213962825658,2.40139531958221,14.0
971,CDS-r8iT8H,ACH-000259,MC-000259-MmGM,Yes,Yes,1.8,0.25454139495797,0.0,0.422103747825952,2.32099038508597,8.0
972,CDS-rBd85E,ACH-000788,MC-000788-xvTl,Yes,Yes,1.84,,,,,
973,CDS-rFwDXh,ACH-002650,MC-002650-KUc6,Yes,Yes,3.39,0.224095025936993,1.0,0.765055850976418,3.58856709761468,26.0
974,CDS-rIh3Gy,ACH-001188,MC-001188-3VzX,Yes,Yes,1.88,,,,,
975,CDS-rVBQwm,ACH-000792,MC-000792-V2Ue,Yes,Yes,1.91,,,,,
976,CDS-rVINX8,ACH-000804,MC-000804-Hxgj,Yes,Yes,3.09,0.0993463961736943,1.0,0.729290187909938,4.23271671515982,23.0
977,CDS-rWdvad,ACH-001813,MC-001813-ZVQh,Yes,Yes,2.01,0.00884811656751477,0.0,0.0144511272906036,2.10344828316753,0.0
978,CDS-rcF8FQ,ACH-001577,MC-001577-0fJh,Yes,Yes,1.83,0.116022701017738,1.0,0.657283008586122,4.94560435511655,31.0
979,CDS-rdWFnf,ACH-000441,MC-000441-c3sp,Yes,Yes,2.22,0.228310354040235,1.0,0.564474368938461,4.01355980953328,38.0
980,CDS-reBZQ5,ACH-000159,MC-000159-MXbI,Yes,Yes,2.3,0.391216659742737,1.0,0.6435606068325,2.97387513937622,26.0
981,CDS-reZcoI,ACH-000506,MC-000506-Zcrt,Yes,Yes,0.73,0.324133229004299,1.0,0.598691643786455,3.36690471306935,21.0
982,CDS-rnwFza,ACH-000326,MC-000326-kma2,Yes,Yes,2.17,0.136231588777587,0.0,0.172694347270021,1.98544914157747,5.0
983,CDS-rpqo0J,ACH-000422,MC-000422-HNKU,Yes,Yes,1.1,0.274122591962512,1.0,0.519400673066858,3.06306703321101,18.0
984,CDS-ruFKWq,ACH-000348,MC-000348-IJyL,Yes,Yes,1.15,,,,,
985,CDS-rxbkc6,ACH-000471,MC-000471-iBae,Yes,Yes,2.7,,,,,
986,CDS-s09X3U,ACH-001994,MC-001994-T0b8,Yes,Yes,2.06,,,,,
987,CDS-s2B4AM,ACH-000235,MC-000235-3Jp1,Yes,Yes,2.52,0.28240570688696,1.0,0.448036363191695,2.83857383260874,20.0
988,CDS-s2ni0W,ACH-000477,MC-000477-pmML,Yes,Yes,1.89,0.154135979184851,1.0,0.710466452297271,3.99242437676638,26.0
989,CDS-s5nqbD,ACH-000383,MC-000383-RdTF,Yes,Yes,2.63,0.262474419617128,1.0,0.852411665550715,4.74532212587579,30.0
990,CDS-sEJE1d,ACH-002778,MC-002778-QeHD,Yes,Yes,2.6,0.424806498064544,1.0,0.767529499500362,4.00350358534344,30.0
991,CDS-sKf2sh,ACH-001481,MC-001481-8jhv,Yes,Yes,1.49,0.175060801752445,1.0,0.668202771208557,4.17886804683472,21.0
992,CDS-sQK6qD,ACH-000060,MC-000060-SiKf,Yes,Yes,1.73,,,,,
993,CDS-sSvacZ,ACH-002345,MC-002345-jr89,Yes,Yes,2.75,,,,,
994,CDS-sUvUbn,ACH-003181,MC-003181-pqth,Yes,Yes,2.02,0.101839545252551,0.0,0.168125019450351,1.97857185737744,6.0
995,CDS-sWdZfm,ACH-000974,MC-000974-UjmW,Yes,Yes,81.24,,,,,
996,CDS-sZCf5M,ACH-000313,MC-000313-eJa9,Yes,Yes,2.51,0.158654980215182,0.0,0.329386743062717,2.01897414136835,8.0
997,CDS-sosg6Y,ACH-000747,MC-000747-stgN,Yes,Yes,1.67,0.398070624601806,1.0,0.706049309217329,2.46432189368751,20.0
998,CDS-spWyN9,ACH-001793,MC-001793-v89H,Yes,Yes,1.34,,,,,
999,CDS-spwkF5,ACH-001609,MC-001609-ziwW,Yes,Yes,2.85,0.498301902458606,1.0,0.66810235440175,2.14720802474476,14.0
1000,CDS-sqVGh5,ACH-000683,MC-000683-8Hes,Yes,Yes,3.28,0.459385129099858,1.0,0.754534427270675,3.34390918717669,21.0
1001,CDS-svvMJY,ACH-002003,MC-002003-d6w9,Yes,Yes,2.38,0.315248662877361,1.0,0.608005081188945,2.88578374560761,18.0
1002,CDS-sxJf36,ACH-000415,MC-000415-LtPG,Yes,Yes,2.48,0.340512565233467,1.0,0.545467937689635,2.97569180331299,21.0
1003,CDS-t2opJp,ACH-000288,MC-000288-UzBM,Yes,Yes,2.06,0.579820642658274,1.0,0.611229022891,2.98596651633686,24.0
1004,CDS-t3jW9m,ACH-000439,MC-000439-NHr9,Yes,Yes,2.55,0.0675668408283273,0.0,0.198200704525997,2.09100439999903,8.0
1005,CDS-t5os4p,ACH-001667,MC-001667-9bKk,Yes,Yes,1.85,0.112536289797184,0.0,0.17277346833848,2.03601155600008,9.0
1006,CDS-tByA3I,ACH-002923,MC-002923-TlcE,Yes,Yes,2.07,0.24462963541627,1.0,0.732551078589466,3.92899013351877,25.0
1007,CDS-tIfAKh,ACH-003180,MC-003180-fghh,Yes,Yes,2.75,0.326413950122949,1.0,0.734581689683598,3.68825418130164,27.0
1008,CDS-tKVGjb,ACH-000301,MC-000301-YjK5,Yes,Yes,1.47,0.222063011802393,1.0,0.511611107209684,3.28290150851459,19.0
1009,CDS-tUVerf,ACH-001465,MC-001465-V7hs,Yes,Yes,2.03,0.0532733223038388,0.0,0.130361209950859,2.18511664084725,4.0
1010,CDS-tVWGwJ,ACH-000859,MC-000859-RwWg,Yes,Yes,2.07,0.109548184724771,1.0,0.785066829295773,4.93946212754899,29.0
1011,CDS-tcjY71,ACH-002060,MC-002060-kXBN,Yes,Yes,13.59,0.0396432335924126,0.0,0.0495182960797265,2.06297005991859,0.0
1012,CDS-te4UhA,ACH-000190,MC-000190-IvGg,Yes,Yes,1.98,0.364401743297237,1.0,0.613234264357029,2.49588379733746,19.0
1013,CDS-th1XfK,ACH-000954,MC-000954-kX2i,Yes,Yes,62.77,,,,,
1014,CDS-tjoklM,ACH-002709,MC-002709-26zN,Yes,Yes,4.15,,,,,
1015,CDS-tpzsQv,ACH-000711,MC-000711-ovtV,Yes,Yes,2.57,0.42215449385511,1.0,0.755342182142611,2.93996686678597,22.0
1016,CDS-tqShYn,ACH-001442,MC-001442-F4Lg,Yes,Yes,1.91,0.0912324380524481,0.0,0.225603497259657,2.21673900155896,10.0
1017,CDS-trqAgD,ACH-000517,MC-000517-kcbL,Yes,Yes,2.48,,,,,
1018,CDS-ttmLuC,ACH-001818,MC-001818-ueZl,Yes,Yes,1.65,0.00187180503513187,0.0,0.00203278161811228,1.99710387141242,0.0
1019,CDS-tuiZWw,ACH-000210,MC-000210-6UEs,Yes,Yes,2.58,0.0102534297028727,0.0,0.0956565090835877,2.21465803763157,4.0
1020,CDS-tvVPHD,ACH-000583,MC-000583-payY,Yes,Yes,2.8,0.0188701412917483,0.0,0.244820072189148,2.222989532982,10.0
1021,CDS-u0MYCZ,ACH-000996,MC-000996-nXxW,Yes,Yes,4.17,,,,,
1022,CDS-u0Uxzx,ACH-000791,MC-000791-hZfp,Yes,Yes,2.26,,,,,
1023,CDS-u0nfqJ,ACH-000919,MC-000919-7VUL,Yes,Yes,88.77,,,,,
1024,CDS-u2n4La,ACH-000492,MC-000492-fJz7,Yes,Yes,2.4,0.0175609791454443,0.0,0.021580010864251,2.10436669382491,0.0
1025,CDS-u8uC2E,ACH-002779,MC-002779-ZfBt,Yes,Yes,2.37,0.0752420474617398,0.0,0.159465036295826,2.19313918668102,3.0
1026,CDS-u9gWV8,ACH-000533,MC-000533-fYvG,Yes,Yes,1.57,0.0144263102395637,0.0,0.0146544968319905,1.99872074340514,0.0
1027,CDS-uAZk1h,ACH-001611,MC-001611-y9MC,Yes,Yes,2.72,0.220445679121709,1.0,0.688725410397425,3.40825470625317,23.0
1028,CDS-uDQiu1,ACH-003221,MC-003221-bo37,Yes,Yes,3.14,0.720278704788522,1.0,0.0140370599952944,3.11731060910303,0.0
1029,CDS-uDR4r5,ACH-000448,MC-000448-xj1z,Yes,Yes,1.07,0.217473529043635,1.0,0.536528407391935,3.28592800280004,20.0
1030,CDS-uENFGc,ACH-002544,MC-002544-9Y33,Yes,Yes,3.36,0.496616843822787,1.0,0.591790154036472,4.77571977543961,33.0
1031,CDS-uEfjlL,ACH-000679,MC-000679-4DaG,Yes,Yes,2.04,0.289814867901876,1.0,0.765195574806277,3.50363779748636,26.0
1032,CDS-uGSP4U,ACH-003067,MC-003067-mq2p,Yes,Yes,2.13,0.0239493658427852,0.0,0.0250545104197004,2.09064574910816,1.0
1033,CDS-uGV4uK,ACH-000612,MC-000612-7B8o,Yes,Yes,4.71,9.55882348515629e-05,0.0,0.000980209071603772,2.001553760496,0.0
1034,CDS-uLf8M0,ACH-001990,MC-001990-wnys,Yes,Yes,1.98,0.124581977266415,0.0,0.516953529276318,2.47520277196332,17.0
1035,CDS-uM0rlw,ACH-000143,MC-000143-xMKb,Yes,Yes,1.84,0.0497796204081276,0.0,0.0578540341998417,2.05346590848069,2.0
1036,CDS-uQv8yw,ACH-000816,MC-000816-jwfl,Yes,Yes,0.84,,,,,
1037,CDS-uXkGBY,ACH-002084,MC-002084-7dbu,Yes,Yes,2.73,0.222619054235658,1.0,0.601133447539921,3.59194024224047,24.0
1038,CDS-uYOFVp,ACH-001863,MC-001863-Q69R,Yes,Yes,1.97,0.442246468073471,1.0,0.642803073846951,3.28128306200097,28.0
1039,CDS-ucVmnw,ACH-000730,MC-000730-2O1L,Yes,Yes,1.3,0.106847652943949,1.0,0.533115968755956,3.49225822824286,18.0
1040,CDS-ugANqy,ACH-000295,MC-000295-wXek,Yes,Yes,1.99,0.14347732203512,1.0,0.675676830038077,4.9380871219425,25.0
1041,CDS-uhGMmZ,ACH-000096,MC-000096-OrvI,Yes,Yes,1.21,0.0139547473860718,0.0,0.0139679435851263,1.99819997173456,0.0
1042,CDS-ulWw6E,ACH-003190,MC-003190-ssgh,Yes,Yes,1.93,,,,,
1043,CDS-ulp4x8,ACH-000352,MC-000352-HPEl,Yes,Yes,1.61,0.325982044371775,1.0,0.69693542612651,3.93652853285202,25.0
1044,CDS-unVAmn,ACH-001100,MC-001100-Ekc7,Yes,Yes,2.56,0.0796896964163876,0.0,0.238686839548818,2.6485870434964,32.0
1045,CDS-uqc3Gq,ACH-000040,MC-000040-IUSx,Yes,Yes,2.56,,,,,
1046,CDS-uuMA25,ACH-002459,MC-002459-cRI0,Yes,Yes,1.55,0.257494897749903,1.0,0.5259856707209,2.8053953250755,18.0
1047,CDS-uxkYNz,ACH-000228,MC-000228-aDV5,Yes,Yes,2.35,0.490578963197723,1.0,0.694590923132011,4.83624724189381,35.0
1048,CDS-v0M7S5,ACH-001680,MC-001680-sp3j,Yes,Yes,2.47,0.0811848030545542,0.0,0.245592430074804,2.17788180261678,6.0
1049,CDS-v1zz0v,ACH-000338,MC-000338-pAyK,Yes,Yes,2.28,0.111775708229953,1.0,0.624800331952518,3.60525996094114,24.0
1050,CDS-v2eqdZ,ACH-000308,MC-000308-E734,Yes,Yes,1.6,0.375162530202515,1.0,0.702412040130965,3.02916084998445,23.0
1051,CDS-v2slR8,ACH-000373,MC-000373-zafG,Yes,Yes,2.09,0.0911164290052369,0.0,0.207568819429108,1.96247617274707,9.0
1052,CDS-vHArJs,ACH-000969,MC-000969-drm8,Yes,Yes,89.35,,,,,
1053,CDS-vJQlAe,ACH-000264,MC-000264-sUto,Yes,Yes,2.05,0.33950540899466,1.0,0.493142535026168,2.82957608051606,19.0
1054,CDS-vNNLAr,ACH-000375,MC-000375-3NLt,Yes,Yes,2.19,,,,,
1055,CDS-vNnvMG,ACH-000334,MC-000334-r0NH,Yes,Yes,1.4,0.112616191733335,1.0,0.580333909952572,3.09807642693142,22.0
1056,CDS-vOVtqd,ACH-000367,MC-000367-z5wu,Yes,Yes,1.2,,,,,
1057,CDS-vTNufH,ACH-000167,MC-000167-lZrU,Yes,Yes,2.77,0.0551462486432873,0.0,0.148598684782991,2.22759596820008,4.0
1058,CDS-vhwtpj,ACH-000265,MC-000265-xaBW,Yes,Yes,2.74,0.295413826639014,1.0,0.499788648101439,3.12937306377643,13.0
1059,CDS-vmIKkD,ACH-000371,MC-000371-fnbQ,Yes,Yes,3.0,0.0958005791609445,0.0,0.229103893153677,2.10547067778311,7.0
1060,CDS-vnUjSr,ACH-000460,MC-000460-OPZJ,Yes,Yes,3.5,,,,,
1061,CDS-vp6X0E,ACH-001705,MC-001705-4mvl,Yes,Yes,2.16,0.465267397240422,1.0,0.745446779745314,3.14165374281009,30.0
1062,CDS-vvePdK,ACH-000095,MC-000095-UcYl,Yes,Yes,14.64,0.0606705910706843,0.0,0.158578135932264,2.11165563587352,4.0
1063,CDS-vzrexM,ACH-001085,MC-001085-GSGk,Yes,Yes,2.41,0.197732245660939,1.0,0.499392846136864,3.06676765511568,18.0
1064,CDS-w2F8NH,ACH-002001,MC-002001-n8MQ,Yes,Yes,2.76,0.323928462618069,1.0,0.589951116303745,2.91868609605726,17.0
1065,CDS-w4IdeE,ACH-000013,MC-000013-MIEW,Yes,Yes,2.31,0.183226296931496,1.0,0.465926361274211,3.33515166930309,20.0
1066,CDS-w5MfyB,ACH-000023,MC-000023-zYrZ,Yes,Yes,1.43,0.260960840668605,1.0,0.521920307465826,3.17008567415169,23.0
1067,CDS-w7F1xe,ACH-000754,MC-000754-IW8e,Yes,Yes,2.97,0.30810930901225,1.0,0.675598832182303,4.65282682025462,33.0
1068,CDS-w8WFIW,ACH-000132,MC-000132-D7jg,Yes,Yes,0.44,0.341390087525572,1.0,0.658236839999398,3.77279378266231,18.0
1069,CDS-wEebz6,ACH-000857,MC-000857-Y6lb,Yes,Yes,1.79,0.496092949208805,1.0,0.667002950653404,2.84164318715107,22.0
1070,CDS-wNtVg2,ACH-000059,MC-000059-DjJ1,Yes,Yes,2.32,0.0337711949000221,0.0,0.0882376867386589,2.03424529596828,2.0
1071,CDS-wPv4Mg,ACH-000768,MC-000768-FLBy,Yes,Yes,2.14,0.252085598186868,1.0,0.447448772474867,3.01104603556343,17.0
1072,CDS-wQ4qzf,ACH-000830,MC-000830-ZfdN,Yes,Yes,0.85,,,,,
1073,CDS-wiYhFi,ACH-000151,MC-000151-opkL,Yes,Yes,2.13,0.172340615360938,0.0,0.441363903310694,2.33393451618111,11.0
1074,CDS-wkeVvI,ACH-001548,MC-001548-CZI2,Yes,Yes,2.01,,,,,
1075,CDS-wmOGjh,ACH-001984,MC-001984-aM63,Yes,Yes,2.48,,,,,
1076,CDS-wrH1Rn,ACH-001228,MC-001228-LeaL,Yes,Yes,2.08,0.285920412705711,1.0,0.659912004597963,3.17914968564415,24.0
1077,CDS-wsTy1r,ACH-000585,MC-000585-bB5C,Yes,Yes,2.52,0.433310266253012,1.0,0.774331956870691,3.35407957595114,24.0
1078,CDS-wtUKby,ACH-000429,MC-000429-gjoP,Yes,Yes,3.84,,,,,
1079,CDS-wzFULi,ACH-000793,MC-000793-0iSa,Yes,Yes,1.81,,,,,
1080,CDS-x83AJq,ACH-000586,MC-000586-9LVL,Yes,Yes,1.23,0.416017620820876,1.0,0.694439025206109,2.62232003096575,28.0
1081,CDS-x8gnvF,ACH-000179,MC-000179-iX25,Yes,Yes,0.78,0.177828796373704,1.0,0.476432957074356,3.20147113377167,20.0
1082,CDS-x8pk8g,ACH-001979,MC-001979-E3qW,Yes,Yes,1.99,0.147474729498258,1.0,0.52289733471049,3.28007471607349,18.0
1083,CDS-xEMAig,ACH-000882,MC-000882-WA3V,Yes,Yes,2.44,0.112440778459057,1.0,0.515292026947045,3.25201762448138,20.0
1084,CDS-xLFzLn,ACH-000620,MC-000620-sZdG,Yes,Yes,1.97,0.107264394948073,1.0,0.759696106646507,4.3291777378226,26.0
1085,CDS-xMzGla,ACH-000872,MC-000872-Vecx,Yes,Yes,2.17,0.316628166977497,1.0,0.634225200666128,3.84788049014364,31.0
1086,CDS-xON9LW,ACH-000037,MC-000037-Q40d,Yes,Yes,2.81,,,,,
1087,CDS-xSa914,ACH-003573,MC-003573-ov20,Yes,Yes,2.11,0.451076676855566,1.0,0.595488414042193,2.79276590227355,26.0
1088,CDS-xdd3jw,ACH-000146,MC-000146-cqxn,Yes,Yes,2.52,,,,,
1089,CDS-xe8NpT,ACH-000192,MC-000192-PYXk,Yes,Yes,1.1,0.331896334974356,1.0,0.761670183357371,3.12951222199072,28.0
1090,CDS-xfzyN8,ACH-000189,MC-000189-8xLJ,Yes,Yes,3.27,,,,,
1091,CDS-xjbaGq,ACH-001275,MC-001275-b4i6,Yes,Yes,2.68,0.0506876186961454,0.0,0.163666170049978,2.21082696753582,5.0
1092,CDS-xnmMQE,ACH-002485,MC-002485-tGTc,Yes,Yes,2.56,0.254321872129115,0.0,0.312779960936542,1.93328584653629,9.0
1093,CDS-xt2V6j,ACH-000498,MC-000498-kxhP,Yes,Yes,3.02,0.0703888572744996,0.0,0.211174480909777,2.12551720898664,6.0
1094,CDS-xvtYY4,ACH-001709,MC-001709-uqbT,No,No,46.85,,,,,
1095,CDS-y0y2ZX,ACH-000520,MC-000520-YIm7,Yes,Yes,1.48,0.380938727489735,1.0,0.680768196940633,3.02242189616613,26.0
1096,CDS-y27cba,ACH-002283,MC-002283-sVKc,Yes,Yes,3.9,0.147085157380854,0.0,0.246068180316891,2.11517993829977,6.0
1097,CDS-y2bj2s,ACH-000456,MC-000456-4zaf,Yes,Yes,2.3,0.169205708154577,1.0,0.476596480774234,3.35346436996103,17.0
1098,CDS-y7yI24,ACH-001704,MC-001704-8ZPF,Yes,Yes,1.55,0.141834206040228,1.0,0.645016963233029,4.87615619329108,35.0
1099,CDS-y9LJmW,ACH-001036,MC-001036-cOfn,Yes,Yes,3.25,0.099139817850544,1.0,0.609371581613822,3.78075247797335,21.0
1100,CDS-yDbDUz,ACH-000676,MC-000676-xCHT,Yes,Yes,2.04,0.36065958655362,1.0,0.782485346398799,4.0500318083404,20.0
1101,CDS-yFiQrW,ACH-002446,MC-002446-isJ2,Yes,Yes,2.71,0.342096684176055,1.0,0.824713242921202,4.71775930969931,32.0
1102,CDS-yMaQwE,ACH-000276,MC-000276-Niqg,Yes,Yes,1.85,,,,,
1103,CDS-yT3yr5,ACH-000614,MC-000614-7X1Q,Yes,Yes,1.11,0.153992864060107,1.0,0.386418913531457,3.23372759680988,15.0
1104,CDS-yTIC5D,ACH-001494,MC-001494-4tLW,Yes,Yes,2.6,0.174017882422328,1.0,0.528866268617768,3.12299520548061,18.0
1105,CDS-yWQNzZ,ACH-002668,MC-002668-UVjt,Yes,Yes,2.8,0.141259330287549,0.0,0.173997818636372,1.96523116018761,4.0
1106,CDS-yfdxEP,ACH-000478,MC-000478-mPIr,Yes,Yes,1.84,0.266171987828682,1.0,0.719186288904245,4.45466412569342,31.0
1107,CDS-ygszsZ,ACH-000944,MC-000944-cm2a,Yes,Yes,4.04,0.083393374810131,0.0,0.218963295887046,2.19335287308872,6.0
1108,CDS-yi2mtY,ACH-000852,MC-000852-Hjuv,Yes,Yes,1.05,,,,,
1109,CDS-ymQKRh,ACH-000246,MC-000246-NnuW,No,No,2.34,0.0177373022852615,1.0,0.72832226661888,4.90772910236877,32.0
1110,CDS-yn3mxf,ACH-002080,MC-002080-oLkJ,Yes,Yes,2.69,,,,,
1111,CDS-ysaJcp,ACH-000720,MC-000720-nYfB,Yes,Yes,2.29,,,,,
1112,CDS-yvi0TY,ACH-000008,MC-000008-LaE3,Yes,Yes,1.43,0.361243410943431,1.0,0.599785051108331,2.94907201851044,24.0
1113,CDS-z4iqqK,ACH-000147,MC-000147-Uovr,Yes,Yes,1.1,0.463971129705898,1.0,0.556114696910905,3.06671895755229,28.0
1114,CDS-z7vGBN,ACH-000070,MC-000070-XibM,Yes,Yes,1.92,0.0321775344513802,0.0,0.0901787316056755,2.03163617905495,2.0
